,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
10,"(505.8181818181815, 627.6558441558441, '3.673828452049033')","(1169.8826291079818, 140.65258215962422, '6.949755005128922')","(1134.4691358024695, 806.6975308641973, '0.6186388901313901')","(359.0563380281698, 133.23474178403865, '11.210353668853951')","(215.5987261146505, 816.12101910828, '0.8004136016044756')","(940.1262626262621, 140.0909090909089, '7.398595882188277')","(1120.4244604316555, 588.7410071942445, '0.0828494464467283')","(800.241176470588, 945.5058823529411, '2.4400414227822984')","(102.58823529411677, 999.3470588235302, '0.06701379878609433')","(468.13690476190493, 417.1547619047617, '2.151663249668069')","(899.3165467625895, 579.8561151079135, '0.3647129836079952')","(1262.994444444445, 923.0611111111109, '1.8551395293015263')","(746.5306122448981, 25.013605442177777, '0.19889090412660523')","(667.6666666666667, 446.4959349593494, '0.3698810935554557')","(376.8560606060609, 515.8863636363635, '0.13884032736885')","(144.72972972972957, 715.3175675675674, '2.082467326019066')","(1129.5939849624065, 793.4586466165412, '0.5753837753098586')"
11,"(502.00000000000034, 633.9470198675498, '7.3591714365303895')","(1170.953488372093, 136.82790697674392, '3.9717602921215414')","(1134.8903225806455, 806.9741935483876, '0.5039251362391078')","(362.81944444444474, 129.82870370370222, '5.075634473138443')","(215.74374999999998, 816.2375000000002, '0.1860100144018433')","(947.5072463768116, 146.83091787439486, '9.995330886336056')","(1120.4184397163117, 588.7375886524823, '0.006923542520333343')","(802.5535714285713, 947.5833333333328, '3.1085322931630097')","(102.60355029585969, 999.2662721893478, '0.08222547987647215')","(467.93975903614484, 421.0662650602415, '3.916468226925115')","(899.2361111111117, 579.9166666666666, '0.10067961708357615')","(1265.0280898876404, 923.1179775280899, '2.0344403599047514')","(746.6013513513512, 25.13513513513385, '0.14061823299910695')","(667.8709677419354, 446.5241935483871, '0.2062461568376916')","(376.5746268656717, 515.7537313432836, '0.3111209980009575')","(145.9020979020986, 716.3846153846159, '1.5852565014697073')","(1129.9999999999995, 793.6056338028175, '0.4318025517306894')"
12,"(507.6911764705883, 635.7426470588236, '5.9677270907285935')","(1169.76551724138, 140.45517241379264, '3.816848170705247')","(1133.8562500000007, 806.8999999999995, '1.036730815913044')","(369.6284403669727, 129.58715596330205, '6.813279003820036')","(215.5375000000007, 816.0312499999995, '0.29168154723938655')","(946.283720930233, 145.1627906976738, '2.0687345881336965')","(1120.3426573426582, 588.1328671328672, '0.6094514619246566')","(802.1882352941174, 947.3705882352936, '0.42276585467312566')","(102.59638554216838, 999.2831325301199, '0.018319519273451847')","(462.1190476190484, 427.5119047619043, '8.68486917372787')","(899.2097902097906, 580.1608391608393, '0.2455870451730586')","(1264.6574585635365, 924.3922651933697, '1.3270933020293425')","(746.6734693877551, 24.80952380952317, '0.33350224368163894')","(667.6829268292684, 446.552845528455, '0.19021125308051365')","(376.7462686567171, 515.9701492537314, '0.27622023169183085')","(146.63698630136957, 715.6643835616434, '1.028977569340272')","(1129.3500000000006, 793.4071428571425, '0.6796312643732489')"
13,"(506.4571428571428, 641.8714285714286, '6.251783888488297')","(1174.6149068322975, 131.26708074534235, '10.389302571026846')","(1134.86577181208, 806.7449664429536, '1.02135679019347')","(372.83999999999907, 127.71555555555403, '3.7171229953778666')","(215.91823899371036, 816.0817610062899, '0.38407491858685894')","(944.9644670050759, 147.31472081218226, '2.524130372379918')","(1120.0729927007294, 587.8321167883212, '0.4039428039353298')","(801.4642857142854, 946.3214285714294, '1.2746917252490757')","(102.63905325443716, 999.2781065088764, '0.04296271127142967')","(465.07831325301214, 430.08433734939814, '3.9210537498941687')","(899.3500000000004, 579.9785714285714, '0.22995719492271408')","(1264.605714285714, 924.4685714285721, '0.0921960509899603')","(746.774834437086, 25.317880794701523, '0.518364444773651')","(667.6461538461539, 446.35384615384646, '0.20236848416127054')","(376.7089552238805, 515.8283582089553, '0.14661852764492023')","(146.76027397260168, 715.9315068493156, '0.2942018026706482')","(1130.1103448275867, 793.5241379310349, '0.7692932497767199')"
14,"(502.067669172932, 644.1503759398497, '4.945814425593855')","(1178.0289017341047, 136.08670520231175, '5.906279801684227')","(1133.6143790849683, 807.3202614379081, '1.3772973857116306')","(369.8790697674428, 134.26511627906928, '7.187757196308128')","(215.65625000000023, 815.7187499999998, '0.4476775887991211')","(940.0947368421049, 141.68421052631533, '7.444254021686985')","(1119.9718309859165, 588.4859154929578, '0.661578747186176')","(801.609467455621, 945.4911242603546, '0.8429015286536038')","(102.53254437869907, 999.289940828402, '0.10716432115973064')","(460.3439490445861, 432.5541401273882, '5.339862378394499')","(899.3426573426569, 579.993006993007, '0.016195682678993018')","(1263.9226519337026, 924.359116022099, '0.6917764543127111')","(746.7086092715233, 25.152317880794158, '0.1783167154680407')","(667.6535433070868, 446.4803149606297, '0.1266845026909563')","(376.43609022556416, 515.8496240601505, '0.27369242542172373')","(148.25517241379464, 716.4551724137928, '1.5839655845062737')","(1129.8642857142854, 793.6714285714284, '0.28677451069805343')"
15,"(502.3550724637679, 639.6159420289855, '4.543532936336939')","(1174.5668202764987, 138.88479262672695, '4.451438110742404')","(1135.08552631579, 806.6842105263152, '1.6027585397971893')","(361.73181818181826, 131.9409090909097, '8.472287026119572')","(215.62179487179571, 815.4615384615379, '0.2595090198384651')","(935.1475409836073, 147.77049180327788, '7.843313499066619')","(1120.2167832167843, 587.993006993007, '0.5504183724502685')","(800.6167664670656, 946.0958083832322, '1.1623674725056365')","(102.61904761904668, 999.3214285714278, '0.092055899058632')","(456.2250000000009, 434.8562499999998, '4.7186280948455135')","(899.3333333333338, 579.822695035461, '0.1705669957319107')","(1262.4245810055877, 924.5251396648035, '1.5072426332876465')","(746.6333333333332, 25.1333333333331, '0.0776329821190663')","(667.9920634920634, 446.6269841269841, '0.3689278520194269')","(376.810606060607, 515.8863636363636, '0.3763135755698101')","(147.3877551020405, 717.1020408163259, '1.0820589276590316')","(1130.43795620438, 793.3065693430652, '0.6798676986937525')"
16,"(506.81560283687986, 646.77304964539, '8.433298325225374')","(1175.0104166666663, 147.52083333333405, '8.647426024173013')","(1134.4807692307686, 807.0256410256414, '0.6944824819632526')","(371.28846153846087, 134.59615384615483, '9.91865701374526')","(215.5590062111799, 815.9006211180125, '0.44354931531763253')","(936.0000000000006, 147.01111111111175, '1.1416415419319978')","(1120.5499999999993, 588.65, '0.736663583906362')","(800.2603550295862, 946.1183431952672, '0.3571231307541033')","(102.63905325443818, 999.2781065088764, '0.04771819937010121')","(460.5266272189348, 439.5147928994083, '6.340821608932246')","(899.3971631205679, 579.8085106382979, '0.06538684012271918')","(1262.8415300546444, 923.2622950819677, '1.3298958417511417')","(746.6381578947369, 25.276315789474666, '0.14306382896110711')","(667.7479674796748, 446.5284552845525, '0.2632314495931698')","(376.8778625954197, 515.9694656488548, '0.10690830629607745')","(148.46896551724137, 718.8827586206899, '2.0832599119450963')","(1129.8840579710152, 793.7173913043475, '0.6896215895667323')"
17,"(499.85156249999994, 646.2109374999999, '6.986689335993522')","(1166.7914691943117, 140.57819905213222, '10.75877633914946')","(1134.121794871794, 807.0641025641023, '0.36102891898294787')","(371.05365853658424, 136.326829268292, '1.7465308089123106')","(215.620253164556, 815.367088607595, '0.5370364316974369')","(936.9553072625694, 145.99441340782084, '1.3950936118388897')","(1120.1231884057959, 587.963768115942, '0.8081350973965958')","(801.3750000000001, 948.1607142857135, '2.326738722151631')","(102.59523809523819, 999.255952380952, '0.04909759219973941')","(466.6045197740102, 442.66666666666674, '6.8465382607397585')","(899.3237410071937, 579.8129496402877, '0.0735561790130954')","(1263.3050847457616, 925.2316384180788, '2.023164878882016')","(746.979020979021, 24.874125874125184, '0.5272042964890538')","(667.6320000000001, 446.49600000000015, '0.12042342727842871')","(376.796992481202, 515.8872180451127, '0.11534575716036458')","(147.63945578231312, 718.4489795918366, '0.9360826065116173')","(1129.105633802816, 793.7605633802821, '0.7796204292968008')"
18,"(496.52755905511833, 650.4094488188973, '5.355043995757146')","(1165.2846715328456, 139.34306569343147, '1.9483309796785928')","(1134.4870129870114, 807.1298701298701, '0.37109250112336967')","(371.0801886792439, 138.26415094339774, '1.937503321624015')","(215.515151515151, 816.3454545454542, '0.9839950533772635')","(938.7386363636365, 146.66477272727326, '1.9051625389686795')","(1119.9361702127644, 588.4042553191489, '0.4785444396435688')","(801.3823529411767, 948.223529411766, '0.06324401793790756')","(102.62130177514678, 999.3313609467456, '0.07978575816164522')","(462.8508287292811, 443.2099447513808, '3.7928020692635953')","(898.6417910447763, 579.8432835820895, '0.6826242738625514')","(1263.6759776536314, 924.0614525139679, '1.2275571674215215')","(746.8926174496646, 24.630872483223243, '0.25814294890725836')","(667.7142857142858, 446.5555555555552, '0.10157658673622291')","(376.55813953488394, 516.2248062015503, '0.41354140461598543')","(148.09219858155905, 718.3546099290777, '0.46247343222964865')","(1130.346938775509, 793.5850340136051, '1.2536540965506047')"
19,"(499.0633802816907, 646.7535211267603, '4.449291694558681')","(1154.1400000000003, 147.5000000000005, '13.810839252438415')","(1133.9006211180117, 806.6583850931681, '0.7524317669150368')","(365.9067357512942, 140.11917098445554, '5.495972575480842')","(215.715189873417, 815.7848101265827, '0.5952625548357523')","(937.0588235294122, 150.62032085561583, '4.29745647489991')","(1119.9645390070912, 588.2269503546099, '0.17956012625779735')","(802.5917159763316, 947.6035502958587, '1.3590191518003716')","(102.52352941176457, 999.276470588236, '0.1121266538279683')","(455.35428571428554, 444.1257142857146, '7.55227058676346')","(898.6176470588241, 579.8382352941177, '0.024666115809021144')","(1263.8166666666675, 923.8333333333344, '0.268014475284375')","(746.718120805369, 24.724832214764888, '0.19818554443196323')","(667.68, 446.53599999999983, '0.039470621443913445')","(376.50000000000045, 516.2153846153846, '0.058897977913904255')","(148.53793103448265, 717.9586206896549, '0.5962255423310148')","(1128.8642857142847, 793.4785714285721, '1.4864704443646242')"
20,"(496.5390625000002, 654.3593749999998, '8.013812663397479')","(1147.449275362319, 153.63768115942008, '9.079478299548388')","(1134.2222222222226, 806.705882352941, '0.3250896182833412')","(368.5956284153013, 138.3661202185798, '3.2098801763132285')","(215.44303797468433, 815.5632911392407, '0.350909272799664')","(949.829015544042, 146.30051813471596, '13.481042231148528')","(1119.8085106382987, 587.4397163120567, '0.802547375313589')","(802.4069767441861, 946.2558139534883, '1.360338866767955')","(102.52976190476284, 999.2797619047633, '0.007048172348669918')","(453.07692307692366, 444.0274725274723, '2.2794806481114014')","(898.8357142857146, 580.1785714285714, '0.40420539315879334')","(1262.8895027624317, 923.7569060773494, '0.9303085675060937')","(746.7086092715233, 24.695364238411003, '0.030964994856963503')","(667.6048387096776, 446.4999999999998, '0.08333798391449172')","(376.6076923076928, 516.2615384615383, '0.11716574009019583')","(148.5810810810816, 717.7972972972971, '0.16699450123684814')","(1130.1388888888896, 793.3333333333331, '1.2828512606773357')"
21,"(496.7076923076925, 658.4692307692306, '4.113313804698428')","(1146.0930232558137, 155.39534883720927, '2.2200935660338375')","(1134.766233766234, 806.5324675324675, '0.5709827142546411')","(367.28431372548937, 137.90686274510028, '1.3894112575703863')","(215.5527950310559, 815.5590062111805, '0.10984066656676694')","(951.7307692307693, 148.86263736263868, '3.190787053858664')","(1120.1231884057968, 587.804347826087, '0.48164119257141')","(800.6904761904759, 946.9107142857143, '1.8371904082149448')","(102.63473053892324, 999.2275449101815, '0.11723919430233168')","(454.8216216216215, 447.45945945945937, '3.850000949766211')","(899.3767123287676, 580.1849315068494, '0.5410354269202651')","(1264.0505617977535, 924.6067415730349, '1.4388462229263845')","(746.7880794701985, 24.62913907284974, '0.10344701557360231')","(667.6048387096774, 446.4999999999999, '1.6077746776921858e-13')","(376.67692307692306, 516.1846153846153, '0.10348941574631765')","(147.62499999999966, 717.7847222222222, '0.9561637757810975')","(1129.8321167883205, 793.4087591240875, '0.3159084861134674')"
22,"(506.6230769230766, 660.4846153846155, '10.1181335837656')","(1158.6590909090905, 160.6363636363642, '13.615222818290242')","(1134.7658227848096, 806.8924050632916, '0.3599377654559585')","(376.02857142857096, 143.11904761904822, '10.179828777445783')","(215.61490683229772, 815.2484472049694, '0.31670928655847636')","(950.2601156069361, 146.31213872832427, '2.944123870514511')","(1120.0071428571423, 588.0785714285714, '0.297766944978882')","(801.3625730994152, 947.3625730994157, '0.8098707566799213')","(102.55882352941217, 999.2588235294123, '0.08209888010139813')","(456.88205128205084, 455.95384615384665, '8.740707963280823')","(898.833333333333, 580.231884057971, '0.5454037722057506')","(1262.4915254237308, 923.1186440677973, '2.155232841393366')","(746.7432432432433, 24.682432432433075, '0.0696453115668892')","(667.5999999999999, 446.4720000000003, '0.028415015595967284')","(376.6165413533832, 516.3233082706766, '0.15126688065028837')","(147.6503496503492, 718.4965034965036, '0.7122325373012013')","(1129.8633093525175, 793.5683453237416, '0.1626060613298833')"
23,"(506.6230769230765, 662.8384615384614, '2.3538461538458932')","(1151.3949579831929, 160.9243697478991, '7.269840072889657')","(1134.2784810126577, 807.0000000000007, '0.49907782287897257')","(376.1313131313126, 144.13636363636294, '1.0224909469366212')","(215.3312499999995, 815.9375000000005, '0.7451543147896517')","(957.1720430107522, 142.79569892473046, '7.7550041475116425')","(1119.9558823529405, 587.8529411764705, '0.23137988234534815')","(801.4819277108433, 947.4939759036142, '0.17751681672557337')","(102.59411764705828, 999.2588235294118, '0.03529411764611723')","(458.8532608695647, 455.23913043478296, '2.0967798637394464')","(898.8394160583937, 580.2554744525547, '0.024361983925352076')","(1263.7877094972062, 924.7653631284911, '2.095656655366917')","(746.8724832214766, 24.610738255032857, '0.1477938667429424')","(667.5600000000001, 446.5839999999999, '0.11892854997809116')","(376.90909090909054, 516.3863636363635, '0.2992678093054345')","(148.53146853146802, 717.7482517482516, '1.1559633045327178')","(1129.489361702127, 793.801418439717, '0.44063581631887766')"
24,"(499.50757575757507, 658.4015151515151, '8.385514300082473')","(1155.2920353982292, 150.45132743362836, '11.174606377644459')","(1133.3924050632897, 807.1265822784809, '0.8950718749204478')","(379.898148148147, 143.32870370370392, '3.8524486512960485')","(215.65189873417626, 815.9430379746832, '0.32069655422648874')","(961.6214689265527, 141.46892655367316, '4.643028742620264')","(1120.1594202898539, 587.9420289855072, '0.22218084859390147')","(801.1529411764706, 945.8764705882363, '1.6506227870335337')","(102.58333333333212, 999.2857142857142, '0.02897264566902388')","(453.2541436464077, 454.2099447513809, '5.692919887858308')","(898.8686131386854, 580.2846715328467, '0.041290906930432324')","(1261.7814207650258, 925.409836065575, '2.1072588458723454')","(746.4689655172414, 24.772413793103738, '0.43470164163686886')","(667.5658914728682, 446.6589147286819, '0.07514603133936193')","(376.7089552238802, 515.8955223880598, '0.5300749225637286')","(151.1283783783773, 717.2770270270269, '2.6393168606417365')","(1129.1041666666654, 793.631944444444, '0.42082852852220715')"
25,"(499.2411347517726, 649.5035460992908, '8.901957316450952')","(1158.7812499999995, 153.03125, '4.339426112480852')","(1133.5679012345681, 806.7283950617284, '0.4351459131354282')","(376.0000000000009, 141.30243902438838, '4.3933253391408025')","(215.58641975308768, 816.2962962962961, '0.35927557494651624')","(955.4722222222229, 137.8333333333312, '7.143582651198723')","(1120.1014492753634, 587.8405797101449, '0.11684431519164723')","(800.0, 946.7251461988301, '1.431615747474873')","(102.61904761904918, 999.3214285714268, '0.05050762722840294')","(458.5664739884395, 451.43352601156073, '5.994109999132137')","(899.3428571428567, 579.7785714285715, '0.6935738540629971')","(1262.4943181818198, 923.3181818181802, '2.2098054705145964')","(746.7086092715233, 24.695364238408388, '0.25172557050305605')","(667.6031746031747, 446.44444444444446, '0.21768678100965017')","(376.1954887218046, 515.9699248120301, '0.5188290368188467')","(149.72108843537433, 719.4557823129252, '2.593730822484707')","(1128.9558823529424, 793.3382352941177, '0.32901869655343047')"
26,"(491.1273885350313, 653.7070063694268, '9.137940463381028')","(1162.7368421052627, 150.5789473684211, '4.654083916311431')","(1133.206060606061, 806.884848484848, '0.3942160753244395')","(372.0717703349294, 142.2583732057426, '4.04287007713941')","(215.55696202531726, 815.569620253164, '0.7272728713402725')","(963.3963414634142, 147.32317073170736, '12.363198598915936')","(1120.0220588235304, 587.8676470588235, '0.08387779924828972')","(801.7732558139534, 946.7790697674417, '1.7740755150137313')","(102.50295857988283, 999.3195266272191, '0.11610461836781752')","(456.22099447513824, 447.3867403314912, '4.6773655499364')","(898.9787234042548, 579.9432624113475, '0.3996454671280089')","(1262.4802259887024, 925.1129943502829, '1.794867854550789')","(746.9261744966443, 24.570469798658564, '0.2508650000744955')","(667.5528455284554, 446.52845528455293, '0.09793281890069945')","(376.7089552238805, 515.858208955224, '0.5254790970304475')","(149.8466666666667, 717.8533333333335, '1.607362007877828')","(1128.5801526717567, 793.4198473282436, '0.38449098485930283')"
27,"(492.6176470588239, 658.3529411764705, '4.879096299422289')","(1168.434782608696, 147.5652173913046, '6.445858698081765')","(1132.793548387097, 807.4580645161293, '0.7062173527410489')","(368.83957219251215, 145.63636363636255, '4.675245895266411')","(216.09756097560904, 815.6158536585369, '0.542572348013567')","(964.8698224852072, 152.0532544378703, '4.954274738939334')","(1120.1999999999987, 587.9642857142857, '0.20248973310377708')","(800.3040935672517, 947.3508771929828, '1.5765156006324423')","(102.61676646706621, 999.2395209580841, '0.13911557166217906')","(452.4431818181814, 442.52840909090946, '6.154287197903223')","(898.8958333333336, 580.3819444444445, '0.4464444982518874')","(1262.8222222222225, 923.7222222222226, '1.4322040831987464')","(746.8800000000002, 24.57999999999879, '0.047147734600082696')","(667.6048387096774, 446.5000000000002, '0.059270516385200325')","(376.8257575757572, 515.8863636363636, '0.12014772354902942')","(148.26973684210452, 716.388157894737, '2.1525442475034176')","(1129.389261744965, 793.7449664429535, '0.8719861989148489')"
28,"(487.8382352941179, 661.7058823529412, '5.838235294117795')","(1175.0000000000005, 144.67692307692312, '7.1724698285580315')","(1133.928571428572, 807.1298701298701, '1.181519724698365')","(369.85294117647146, 140.56470588235203, '5.171907682032397')","(215.43478260869603, 815.9254658385094, '0.731529128357278')","(965.7322404371588, 160.86338797814216, '8.852243654648891')","(1119.874074074075, 587.7851851851852, '0.3718934104192526')","(800.6287425149699, 947.8143712574852, '0.5658831037267609')","(102.55029585798673, 999.2366863905322, '0.06653102016807075')","(453.77094972067107, 451.18435754189954, '8.75719196940888')","(898.9285714285716, 579.9142857142857, '0.46880323246912514')","(1262.696132596685, 924.2872928176796, '0.5789675047170673')","(746.813793103448, 24.827586206895262, '0.25628554972229384')","(667.6, 446.4720000000001, '0.028415015596508057')","(376.4427480916038, 516.0381679389313, '0.41199613011477226')","(149.78472222222285, 717.7500000000001, '2.037104469986697')","(1129.8248175182491, 793.5109489051096, '0.49444214996252356')"
29,"(490.4117647058819, 660.3602941176471, '2.904076674637989')","(1183.1999999999996, 148.19999999999948, '8.924800894468124')","(1133.6242424242423, 806.6121212121209, '0.6005664698489557')","(367.89308176100667, 144.37735849056543, '4.286883347993321')","(215.6772151898744, 815.6202531645564, '0.3897798516577288')","(964.2793296089383, 159.44692737430108, '2.0291156982770278')","(1119.9343065693436, 587.9343065693431, '0.16082643035097002')","(799.4705882352943, 946.3411764705877, '1.873932820480182')","(102.52976190476318, 999.2797619047612, '0.047719421214871396')","(458.13407821229055, 451.39106145251344, '4.368022062792807')","(898.5827338129494, 580.0503597122303, '0.3716447084189733')","(1263.8351648351659, 923.3681318681313, '1.4636431571504778')","(746.8562091503269, 24.568627450979648, '0.2624095240234135')","(667.6290322580644, 446.52419354838673, '0.05972468921229362')","(376.8320610687023, 515.5954198473282, '0.5895680340346467')","(149.98657718120876, 719.0939597315434, '1.3590339158670655')","(1129.14705882353, 793.1617647058818, '0.7624214407122766')"
30,"(490.3484848484852, 666.681818181818, '6.321840778938084')","(1187.775362318841, 153.56521739130545, '7.0512054291905')","(1134.41095890411, 807.0753424657532, '0.9129604315150242')","(363.2368421052636, 136.6513157894754, '9.020659817928008')","(215.6433121019101, 816.2038216560512, '0.5845524815096157')","(969.4393063583818, 159.38728323699445, '5.1603214510254265')","(1119.8188405797107, 587.8913043478261, '0.12321357805572071')","(800.5147928994081, 945.1715976331359, '1.567889676467152')","(102.57309941520282, 999.2163742690075, '0.07678627597141761')","(458.22413793103493, 444.22988505747105, '7.1617426729709175')","(898.9361702127662, 580.2695035460993, '0.41586212695829144')","(1264.1966292134812, 923.9044943820239, '0.6467930450307137')","(746.551948051948, 24.616883116885106, '0.3080639954274354')","(667.491935483871, 446.45967741935465, '0.15151850183897456')","(376.91472868217085, 515.705426356589, '0.1376058370721469')","(150.10344827586255, 716.2827586206895, '2.8136294245034366')","(1130.0068965517246, 793.8896551724135, '1.126563557947254')"
31,"(493.8613138686137, 670.6423357664236, '5.2939273949145464')","(1181.242857142856, 149.05000000000018, '7.941083802921013')","(1133.2967741935481, 807.1419354838712, '1.1161730149541638')","(358.25490196078357, 135.3921568627452, '5.138599887707335')","(215.57594936708762, 815.8734177215192, '0.3372009756762166')","(974.2011173184362, 164.48044692737443, '6.972457242342841')","(1119.858208955223, 587.8059701492538, '0.09397762731878699')","(801.1764705882354, 945.7823529411767, '0.9004662182401654')","(102.54705882352812, 999.3411764705884, '0.1274900071935423')","(460.4858757062144, 443.42937853107367, '2.3992224704013267')","(898.8074074074079, 579.8074074074074, '0.47970063731216')","(1262.2655367231623, 923.4632768361585, '1.980856160589518')","(746.6601307189542, 24.732026143791018, '0.15799179119697251')","(667.5519999999999, 446.4720000000002, '0.06131551265029972')","(376.70895522388105, 515.858208955224, '0.2562913158540535')","(150.04137931034472, 715.2827586206898, '1.0019244265311484')","(1129.6853146853136, 793.3776223776226, '0.6046424395837124')"
32,"(491.9098360655736, 675.295081967213, '5.045424939954919')","(1178.9884393063583, 153.94219653179118, '5.386648929268321')","(1133.7777777777776, 806.9382716049387, '0.5223441620459093')","(363.51572327044005, 134.59119496855283, '5.321445368326535')","(215.59627329192534, 815.3788819875779, '0.4949531837110626')","(976.2166666666665, 164.23333333333272, '2.030641352753263')","(1119.8582089552237, 587.7537313432836, '0.05223880597020525')","(801.7844311377244, 946.3712574850296, '0.8464186857020334')","(102.40350877192975, 999.3157894736839, '0.1457776283444078')","(458.7921348314605, 442.4044943820227, '1.9796832246064453')","(898.9044117647056, 580.0220588235294, '0.2355527027608228')","(1261.7222222222222, 924.6944444444435, '1.3457207461513945')","(746.6266666666666, 24.626666666666893, '0.1105461994614834')","(667.4919354838709, 446.45967741935465, '0.06131551265041109')","(376.5789473684209, 515.7969924812029, '0.14369933602112916')","(148.21428571428555, 717.6142857142856, '2.962142737433792')","(1129.104895104895, 793.4615384615389, '0.5864544300056801')"
33,"(494.37168141592895, 678.1238938053094, '3.750047858950677')","(1177.919354838709, 158.83333333333337, '5.006611709566571')","(1134.3032258064507, 806.9419354838707, '0.5254608023870354')","(361.40350877192895, 134.5263157894749, '2.1132106841482456')","(215.56603773584834, 815.7735849056598, '0.39585929620726623')","(973.2596685082872, 162.209944751381, '3.5830070418897004')","(1119.779411764705, 587.8235294117648, '0.10526522501453597')","(799.4733727810653, 946.2840236686399, '2.3127041459307884')","(102.49707602339095, 999.3391812865494, '0.09644691521835726')","(452.0386740331484, 444.2983425414359, '7.013978443454941')","(898.8201438848919, 580.3669064748201, '0.3549943354041321')","(1263.4829545454559, 922.90340909091, '2.511570415434705')","(746.5646258503402, 24.7482993197292, '0.13654144126019443')","(667.6048387096776, 446.4999999999996, '0.11988765118820727')","(376.5970149253729, 515.8059701492538, '0.020175111842170673')","(147.5231788079468, 716.0860927152314, '1.6772008223070556')","(1130.0211267605628, 793.6056338028163, '0.927493349963057')"
34,"(492.58119658119654, 683.7094017094018, '5.865469673443525')","(1171.6323529411766, 158.38235294117692, '6.303156048654256')","(1133.7000000000003, 806.4823529411769, '0.7583518227818508')","(355.9, 134.6500000000001, '5.50489841746716')","(215.72499999999997, 815.4187500000003, '0.388814623823036')","(969.0777777777778, 163.7500000000004, '4.456453775225385')","(1119.8582089552237, 587.8059701492537, '0.08072995066014575')","(800.1058823529412, 945.3235294117653, '1.1500511188653988')","(102.47674418604652, 999.2965116279074, '0.047266091211630314')","(450.9569892473118, 446.4892473118283, '2.443379972259467')","(898.8394160583941, 580.2116788321168, '0.15641942887862162')","(1263.7666666666692, 925.5111111111116, '2.6230902374655067')","(746.9513888888889, 24.430555555554974, '0.5005464490524453')","(667.6, 446.4720000000002, '0.028415015595799245')","(376.9083969465649, 515.9770992366412, '0.35530821503541987')","(145.60273972602806, 713.9794520547947, '2.8506176768493745')","(1129.625, 792.7890625000005, '0.9075820089756976')"
35,"(499.2352941176472, 691.0588235294115, '9.914182523689606')","(1170.3520408163258, 164.12755102040768, '5.8861277684600655')","(1133.5870967741926, 806.9419354838711, '0.47324755883897285')","(354.2670807453407, 132.21118012422238, '2.9350072706426804')","(216.03680981595045, 816.0306748466257, '0.6867877250218434')","(965.7108433734941, 156.1566265060232, '8.306357101749525')","(1119.7943262411338, 587.3049645390072, '0.5050619988258148')","(801.642857142857, 946.8035714285706, '2.1337328502757575')","(102.47674418604572, 999.2965116279065, '1.2085076619694803e-12')","(455.5879120879115, 448.03846153846155, '4.883186569811832')","(898.8776978417268, 580.0719424460432, '0.14488530818565507')","(1262.4374999999984, 924.3068181818171, '1.793601262080679')","(746.9452054794522, 24.369863013697227, '0.061006714297828335')","(667.5772357723578, 446.55284552845495, '0.08398934177189037')","(376.984126984127, 515.8095238095239, '0.18389280128026128')","(146.57638888888812, 714.9791666666664, '1.395500626129513')","(1128.9361702127649, 793.6595744680853, '1.1100799801642314')"
36,"(499.56923076923084, 693.9538461538459, '2.9142185373197615')","(1169.7183098591538, 163.41314553990702, '0.9549817362900411')","(1133.4968152866225, 806.9872611464975, '0.10102060527631866')","(350.0810810810797, 130.63513513513624, '4.472863847337298')","(215.4907975460116, 816.355828220859, '0.6354951736237449')","(964.8385093167702, 158.1987577639759, '2.2206455775804734')","(1119.829787234041, 587.4468085106383, '0.14620941934795234')","(800.5120481927712, 948.3674698795191, '1.9298982476994095')","(102.49707602339049, 999.3040935672522, '0.021699525664289777')","(454.6145251396637, 451.4748603351958, '3.5715989194218905')","(898.4890510948906, 579.7591240875912, '0.4989004101130549')","(1264.6497175141221, 922.7514124293796, '2.704291660400468')","(746.9591836734695, 24.340136054422942, '0.03284938379454659')","(667.6080000000001, 446.4399999999998, '0.11696388756681836')","(376.96875000000006, 515.9531249999999, '0.14442213662376668')","(146.24657534246433, 716.2671232876711, '1.3295146606918156')","(1129.7518248175168, 793.2919708029203, '0.8946646795843246')"
37,"(502.5359999999996, 693.8960000000002, '2.9673331201857023')","(1172.7763157894733, 164.12719298245645, '3.140264960171448')","(1134.088050314465, 807.0503144654091, '0.5945877388356027')","(349.114093959731, 137.20134228187948, '6.637027978455127')","(215.68553459119443, 815.6037735849059, '0.7768582188695792')","(958.1419753086416, 161.6049382716052, '7.513030904540283')","(1120.1223021582728, 588.0, '0.625768171770061')","(800.3684210526314, 947.3216374269009, '1.05564874571716')","(102.34857142857095, 999.2914285714288, '0.14904367414191602')","(459.7447916666662, 449.16666666666697, '5.625601536681946')","(899.0212765957442, 579.3475177304964, '0.6728177888253063')","(1262.8626373626369, 923.9175824175827, '2.133918440151432')","(746.9315068493152, 24.34931506849341, '0.029159233436031103')","(667.5483870967744, 446.5000000000002, '0.08457953789802111')","(376.97692307692273, 515.8076923076924, '0.14566216797162684')","(146.93749999999943, 717.0555555555558, '1.0483331166341034')","(1129.5507246376808, 793.5000000000002, '0.289339643270271')"
