,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
38,"(499.5116279069771, 700.8759689922482, '7.6070226560591525')","(1174.4136363636353, 166.79545454545473, '3.130565193563014')","(1134.0130718954238, 807.1241830065361, '0.1052536207935035')","(350.36094674556085, 137.66272189349127, '1.3294784750204456')","(216.19753086419723, 815.4567901234569, '0.5326765636934647')","(951.5542168674702, 158.343373493976, '7.350943210085049')","(1120.1086956521729, 587.6811594202899, '0.3191307761375209')","(800.5595238095241, 945.2202380952383, '2.1100709501824837')","(102.49707602339083, 999.3391812865498, '0.15599338602659285')","(458.02105263157813, 447.8526315789476, '2.167478828695673')","(898.9705882352945, 579.8014705882352, '0.4567740217376003')","(1263.0718232044187, 925.4972375690609, '1.5934456733737365')","(746.9383561643835, 24.38356164383572, '0.03492479118881789')","(667.5520000000001, 446.4720000000002, '0.028232128324301213')","(376.7164179104473, 515.7910447761195, '0.2610365531259006')","(146.31543624160895, 717.2684563758392, '0.657487702379465')","(1129.696551724138, 793.544827586207, '0.1525616322335108')"
39,"(502.00769230769214, 700.3846153846155, '2.543966560364093')","(1173.0550458715595, 171.12844036697317, '4.540983842146823')","(1134.9545454545462, 806.4090909090911, '1.1822559665127126')","(356.32596685083007, 140.61878453038747, '6.657309604451317')","(215.38509316770273, 815.4720496894412, '0.8125809898338225')","(954.4207317073174, 156.3963414634153, '3.4652331891365042')","(1120.074074074075, 587.8444444444445, '0.1669151065157845')","(800.4226190476188, 949.2678571428578, '4.049933686924325')","(102.47674418604618, 999.2965116279076, '0.04726609121183075')","(456.4382978723411, 449.91914893617025, '2.6029995419880643')","(899.0072992700726, 580.1313868613139, '0.3319524774972906')","(1263.5056179775288, 925.1123595505621, '0.5799215415046708')","(747.0272108843537, 24.374149659864656, '0.08935181421354431')","(667.6048387096774, 446.4999999999997, '0.05979907390867181')","(376.5833333333338, 515.8181818181819, '0.13582313395504855')","(146.06802721088457, 716.3333333333334, '0.9672984715739216')","(1129.8115942028987, 793.3478260869565, '0.22813233577541112')"
40,"(496.2352941176467, 697.1397058823528, '6.621934652525246')","(1164.1909090909098, 167.16818181818252, '9.70858221571698')","(1133.2437500000005, 806.8312500000004, '1.7621121943086844')","(355.65217391304446, 149.36956521739137, '8.776682719288088')","(215.5687500000007, 816.0812500000005, '0.6362820525799285')","(950.7321428571423, 158.98214285714357, '4.504670526624872')","(1120.1366906474827, 587.6187050359713, '0.23426292024812287')","(801.5988023952092, 947.2694610778453, '2.3188346426181816')","(102.47674418604811, 999.2965116279072, '1.9854552643406554e-12')","(452.93150684931544, 448.4794520547947, '3.790819224048501')","(899.1041666666661, 580.1875, '0.11194631238230263')","(1263.446927374302, 924.4134078212296, '0.7014115103447056')","(747.0472972972973, 24.45270270270248, '0.0810804817697838')","(667.4462809917355, 446.4710743801651, '0.16117456809857492')","(377.02325581395365, 515.8837209302325, '0.4447776569962613')","(146.22068965517371, 716.1103448275865, '0.270240070292283')","(1129.3785714285714, 793.2714285714287, '0.43971047686515075')"
41,"(494.53076923076907, 703.376923076923, '6.465932525338299')","(1163.0588235294122, 167.49321266968315, '1.1778211973719515')","(1133.183544303798, 806.9936708860758, '0.1732202935246281')","(357.6327683615826, 148.74576271186515, '2.076507629526262')","(215.48734177215238, 815.7151898734177, '0.3750030877676327')","(945.5762711864409, 160.59322033898297, '5.401720405318276')","(1120.219858156029, 587.7801418439716, '0.18160032338934742')","(800.4319526627216, 948.3136094674555, '1.5658174088098007')","(102.24418604651214, 999.3313953488372, '0.2351598653051846')","(454.7958115183251, 453.9005235602093, '5.732682458126325')","(899.1785714285716, 579.8499999999999, '0.3456042803471555')","(1261.2346368715089, 924.3128491620112, '2.2145747475966244')","(746.9246575342466, 24.356164383562827, '0.1560774120218152')","(667.6290322580646, 446.524193548387, '0.19031466411571496')","(376.7910447761199, 515.8731343283581, '0.23245223645098992')","(145.53146853146927, 714.9370629370628, '1.36074103046507')","(1129.4609929078017, 793.3333333333333, '0.10308006492515667')"
42,"(494.8496240601504, 706.8421052631577, '3.479821257768522')","(1158.8295964125557, 170.00448430493202, '4.918622493336889')","(1131.3710691823899, 807.5094339622636, '1.8844303161651421')","(352.77386934673314, 149.22110552763883, '4.882094881197263')","(216.04268292682923, 816.0975609756092, '0.6742488100612374')","(942.2105263157895, 166.84210526315724, '7.097661680433104')","(1119.9925373134329, 587.8507462686567, '0.23803308648950686')","(800.3173652694611, 946.5329341317358, '1.7843584062443103')","(102.35260115606661, 999.3005780346822, '0.11270999437244261')","(456.0, 450.7106598984768, '3.4095894298052873')","(899.1521739130435, 579.9130434782609, '0.06834697489497994')","(1263.4540229885056, 923.3390804597694, '2.4236130511662206')","(746.951724137931, 24.35862068965548, '0.02717783057250577')","(667.5528455284552, 446.5284552845525, '0.07630583309104387')","(376.3014705882353, 515.9044117647059, '0.49057228159300514')","(145.87499999999864, 714.9027777777771, '0.3452380946784189')","(1128.8652482269504, 793.5957446808505, '0.6509772961236839')"
43,"(502.39285714285734, 710.3124999999998, '8.303252674075718')","(1164.4232558139527, 172.60465116279164, '6.168459547370656')","(1134.063694267516, 806.4394904458595, '2.8974141880900652')","(353.78606965174083, 157.51243781094558, '8.35288815258905')","(215.70253164556976, 815.6835443037971, '0.5358289826808609')","(939.1428571428573, 165.00571428571476, '3.575321800424447')","(1119.7816901408453, 587.3591549295775, '0.5349005279918178')","(799.9529411764707, 945.1352941176484, '1.4443692493715437')","(102.57396449704027, 999.3017751479299, '0.22136657789094008')","(450.14893617021295, 454.5053191489359, '6.97383587183817')","(899.1760563380284, 580.0211267605633, '0.11069040670461029')","(1264.2994350282488, 923.2259887005653, '0.8529427078899795')","(746.993103448276, 24.35862068965571, '0.04137931034495068')","(667.5078125000001, 446.63281249999966, '0.11365914863190345')","(376.7424242424244, 515.8333333333331, '0.4466455737485143')","(145.6688741721847, 715.3178807947016, '0.4634634522287531')","(1129.6131386861316, 793.0948905109485, '0.9001083481684677')"
44,"(508.0336134453781, 717.4789915966386, '9.120127930523909')","(1169.3990384615386, 177.77403846153885, '7.175024599293438')","(1134.1447368421066, 806.5263157894733, '0.11877095263540474')","(358.4623655913995, 157.89247311828012, '4.69171296544117')","(215.5379746835451, 816.1202531645566, '0.46668364318523825')","(933.9726775956287, 164.15846994535616, '5.239139196743164')","(1119.85815602837, 587.3333333333333, '0.08070803421938501')","(800.3373493975903, 946.4759036144592, '1.3946338241285845')","(102.38011695906516, 999.3450292397666, '0.1986146632039766')","(450.04639175257813, 456.03608247422653, '1.5341941583916137')","(898.956834532374, 579.3021582733812, '0.7516474477009033')","(1263.8011049723764, 924.9337016574591, '1.7789368700796786')","(747.0671140939596, 24.429530201342573, '0.10249748544320107')","(667.6048387096773, 446.49999999999983, '0.16447870841093898')","(376.9923664122146, 515.9541984732825, '0.2776318971127276')","(146.97202797202897, 718.090909090909, '3.0639673231963998')","(1129.6888888888889, 793.3259259259257, '0.24313670268279078')"
45,"(508.4504504504505, 718.4144144144144, '1.024094203095293')","(1166.1442786069656, 193.5323383084588, '16.09091283229069')","(1131.3562500000005, 806.4562499999997, '2.789366968230108')","(351.56216216216256, 165.47567567567677, '10.252695664622053')","(215.73417721519024, 815.3987341772151, '0.7477199225099245')","(928.6432748538016, 163.87134502924084, '5.337131654929359')","(1119.8582089552242, 587.8059701492538, '0.47263681888393905')","(801.2781065088759, 947.0946745562139, '1.1260112880404536')","(102.5654761904766, 999.2797619047619, '0.19651429894044853')","(451.0149253731348, 454.7313432835819, '1.6249313000101357')","(899.0362318840583, 580.0, '0.7023439434242699')","(1263.5112359550567, 923.7022471910118, '1.2651103312102443')","(746.9054054054054, 24.486486486487706, '0.17144596341545298')","(667.5528455284552, 446.52845528455305, '0.059270516385445934')","(377.0000000000004, 515.8267716535432, '0.1276552625290279')","(146.9452054794525, 717.1095890410959, '0.9816865519468219')","(1129.0769230769233, 792.5174825174823, '1.013944229072894')"
46,"(516.5726495726495, 723.641025641026, '9.658549761470045')","(1163.504901960784, 194.9754901960775, '3.008154991210686')","(1135.452941176471, 805.0882352941179, '4.3190673566038384')","(349.53072625698417, 163.58659217876976, '2.7740526842751883')","(216.13939393939415, 815.8121212121217, '0.5788690993682422')","(934.6335403726705, 167.8571428571418, '7.195127887080943')","(1119.7714285714292, 587.45, '0.36639539048864894')","(801.1964285714288, 944.4166666666657, '2.6792531686923664')","(102.47674418604663, 999.2965116279067, '0.09029906885227727')","(454.7864077669909, 455.1067961165055, '3.790124572743873')","(899.2553191489358, 579.8439716312057, '0.2689685511357824')","(1263.0333333333333, 924.1166666666663, '0.6325617895920299')","(746.9319727891157, 24.42857142857008, '0.06371797086230292')","(667.6048387096774, 446.50000000000045, '0.05927051638524547')","(376.6590909090911, 515.8181818181818, '0.34101729213653886')","(146.85815602836885, 717.872340425532, '0.7677025995743245')","(1129.248120300752, 792.5263157894741, '0.17142495775322555')"
47,"(517.4999999999998, 723.8389830508476, '0.9482436138513837')","(1159.6714975845405, 186.36231884057906, '9.42770968533621')","(1132.5341614906827, 806.7515527950304, '3.3594493541372237')","(347.9117647058817, 166.37647058823484, '3.2255942155744735')","(215.86792452830127, 815.5094339622642, '0.4065897347270585')","(932.1257861635215, 177.2138364779866, '9.686926586274')","(1119.7867647058818, 587.6691176470589, '0.2196536825836415')","(800.5090909090907, 948.0787878787871, '3.7260655971598204')","(102.52325581395291, 999.2151162790692, '0.09374718311968695')","(452.1989528795805, 457.0890052356019, '3.259459431594933')","(898.408759124087, 579.8467153284671, '0.8465644709923259')","(1263.3678160919533, 925.5689655172405, '1.4903189816925198')","(746.9444444444446, 24.326388888889255, '0.10294082573141987')","(667.5528455284554, 446.52845528455305, '0.059270516385145744')","(376.52592592592543, 515.8592592592593, '0.13935662491244966')","(146.51351351351286, 717.0135135135137, '0.9253983617087436')","(1129.8888888888882, 792.933333333333, '0.7591097842546862')"
48,"(515.7384615384619, 724.969230769231, '2.092959067059852')","(1151.7305936073071, 182.99543378995384, '8.62518816720911')","(1132.783439490447, 805.8089171974522, '0.9750391740788088')","(348.2976190476204, 167.59523809523682, '1.2783887550985593')","(215.52830188679349, 816.0188679245285, '0.6122634241346258')","(928.8588957055217, 182.25153374233128, '6.004245747115618')","(1119.7089552238817, 587.9029850746268, '0.24647168025221944')","(800.3963414634146, 947.0304878048767, '1.0543459975079108')","(102.55029585798934, 999.1775147928993, '0.04631453058900103')","(449.316062176167, 459.13989637305724, '3.537967391811374')","(898.9496402877704, 579.9280575539568, '0.5469634273652059')","(1264.3485714285712, 923.3714285714276, '2.4064599848152723')","(747.054794520548, 24.3219178082187, '0.11044061688700765')","(667.4921875, 446.6015625000002, '0.09499505969538899')","(376.5970149253742, 515.8059701492539, '0.08884466831381353')","(146.1379310344838, 716.6689655172415, '0.5096817833597188')","(1129.6102941176478, 792.2720588235296, '0.7175646478738384')"
49,"(512.659420289855, 723.3695652173915, '3.4697874413809413')","(1154.9377990430633, 194.1244019138759, '11.581886642961788')","(1133.7662337662355, 806.3116883116879, '1.1039308772890875')","(342.59493670886224, 174.12658227848192, '8.670584910880804')","(215.43670886076006, 815.6265822784811, '0.40283658040549736')","(925.2911392405063, 186.68354430379804, '5.689604890553703')","(1119.6690140845085, 587.2394366197183, '0.6647494615461957')","(801.7894736842104, 946.0877192982464, '1.6821503623972769')","(102.4294117647072, 999.2529411764704, '0.14248544959840018')","(456.2385786802043, 455.2284263959388, '7.951152880593312')","(898.637037037037, 579.9037037037037, '0.3135504782188458')","(1262.9668508287293, 924.4530386740339, '1.7547171367737193')","(746.9722222222222, 24.409722222222058, '0.12053132194277709')","(667.2016129032257, 446.7338709677421, '0.31927907373758974')","(376.511811023622, 516.259842519685, '0.4618006426094981')","(145.75862068965637, 716.5172413793105, '0.40852974398939584')","(1129.7857142857151, 792.8499999999998, '0.603977018457257')"
50,"(512.6319444444442, 720.201388888889, '3.1682954676867383')","(1163.1352657004843, 197.76811594202917, '8.970792134393193')","(1134.486666666668, 805.3000000000002, '1.2419890514941319')","(350.89743589743716, 172.17948717948735, '8.527758914323035')","(215.26415094339654, 815.3144654088053, '0.356641521953174')","(920.5962732919253, 184.85714285714306, '5.0376094052128035')","(1119.7028985507259, 587.2246376811594, '0.036975202951535634')","(802.3255813953486, 947.3139534883722, '1.3383055581501266')","(102.51162790697788, 999.122093023256, '0.15453392264966417')","(455.19597989949847, 460.1507537688444, '5.03153246870028')","(898.9130434782606, 580.2463768115942, '0.440005016412647')","(1265.3595505617996, 923.8651685393261, '2.4638594334733774')","(746.9241379310345, 24.268965517241554, '0.14874323196701328')","(667.2377049180327, 446.66393442622973, '0.07870040261358739')","(376.3124999999998, 516.1640625000001, '0.2211304961061875')","(146.43356643356685, 717.1468531468533, '0.9230182744947961')","(1129.8601398601404, 792.2657342657344, '0.5889869390446648')"
51,"(513.8435374149658, 721.4557823129251, '1.7439783222512046')","(1161.8523809523806, 203.8523809523819, '6.218044225728834')","(1132.6645962732914, 806.6024844720494, '2.2397335373541414')","(353.62111801242185, 172.23602484472178, '2.7242688507336417')","(215.96273291925417, 814.9689440993786, '0.7793598349036539')","(920.6279069767437, 187.08720930232687, '2.230290797171961')","(1119.6642857142851, 587.2428571428571, '0.04269543210408824')","(801.590361445783, 946.4397590361457, '1.1422628044995131')","(102.45294117647006, 999.3117647058823, '0.19854339457157485')","(455.58720930232505, 457.0697674418601, '3.1057265160828877')","(898.5827338129493, 580.0503597122303, '0.38409266881986237')","(1263.6723163841802, 923.7175141242947, '1.6936826728773464')","(746.9517241379311, 24.358620689656732, '0.09380324488918931')","(667.4462809917356, 446.471074380165, '0.2840756517011221')","(376.67424242424204, 516.3333333333335, '0.3993872763547248')","(145.94326241134706, 716.4893617021276, '0.820178659861687')","(1129.3829787234038, 792.9645390070918, '0.8461742237597613')"
52,"(509.62580645161256, 721.9548387096773, '4.24715337212679')","(1162.4727272727266, 199.90909090909207, '3.991787309298379')","(1132.7267080745335, 806.5341614906835, '0.09233583072814634')","(362.07746478873173, 182.46478873239585, '13.271677040637766')","(215.49689440993728, 815.4223602484471, '0.6500705507856034')","(918.5783132530115, 189.25903614458002, '2.98624618293497')","(1119.6492537313427, 587.7388059701492, '0.49617658127279596')","(800.4523809523807, 946.3392857142873, '1.1424073230547878')","(102.45294117646995, 999.3117647058825, '2.5421149729252077e-13')","(455.29651162790634, 458.04651162790685, '1.0190850518423684')","(898.9280575539564, 580.2877697841726, '0.419060888610218')","(1264.1452513966474, 922.7039106145266, '1.1185077563572507')","(746.8698630136987, 24.34931506849523, '0.08238833804489026')","(667.5528455284554, 446.5284552845527, '0.12103127147408385')","(376.54263565891426, 516.4108527131782, '0.15274028588276642')","(145.77142857142803, 716.7642857142856, '0.3242068490985474')","(1128.9716312056732, 792.9858156028367, '0.41189740697114285')"
