"dp 1","dp 2","dp 3","dp 4","dp 5","dp 6","dp 7","dp 8","dp 9","dp 10","dp 11","dp 12","dp 13","dp 14","dp 15","dp 16","dp 17"
6.74733860829443e-08,7.83302180430078e-08,5.30215262831621e-07,5.97429616307336e-07,3.97423764520141e-08,2.02966945053227e-08,8.0250963290946e-07,4.2894758965708e-07,2.60367943266119e-08,6.09087013287771e-07,4.16529677598612e-08,4.12229976092504e-08,1.55131968941363e-07,7.78704792481011e-07,1.25937715846647e-08,6.39709053529726e-08,3.67956720964288e-07
9.42980709756093e-08,5.6628917547861e-08,5.2281888019426e-07,9.19712045677423e-07,6.66544095794526e-08,2.64684434567767e-08,2.79337234156805e-07,1.04129394416532e-07,1.32729965548803e-08,2.81332333871899e-07,4.37098403365358e-08,8.89651758112033e-08,3.08256976224176e-07,8.75091176906238e-07,3.21743659211283e-09,2.67753204012041e-08,7.96326215581674e-08
1.95936248955396e-08,4.41418466187357e-08,6.6091401238997e-07,9.0824615853492e-07,1.2826212989965e-07,2.11162229161391e-08,2.41223934158575e-07,2.62798314286801e-07,9.50912568997093e-08,1.30204746304551e-06,3.61827881815754e-08,5.6843418860808e-20,2.5555044693173e-07,2.00075781318148e-07,8.8034172342682e-09,2.63790814613225e-08,3.96288288276604e-07
5.29935905263155e-08,6.73681461606021e-09,7.11473470327447e-07,4.18075705916136e-07,2.03094449406763e-07,3.8549157733656e-08,5.20262211028575e-07,3.39804541485083e-07,9.76528781558704e-08,1.09239460994881e-06,3.61216433344383e-08,4.03784607288389e-08,4.01083727189051e-07,5.1606202478816e-07,1.19389778489748e-08,2.18940050752193e-08,5.33756039815662e-07
8.71142728579239e-09,1.76035131560516e-08,3.98575507959067e-07,3.58892684954017e-07,3.50050130685225e-07,4.77774852162198e-09,4.70581144279295e-07,7.71693644862037e-08,1.40841846698277e-08,1.12243472237819e-06,2.41909437550127e-08,2.83102972948678e-08,4.68236631549771e-07,7.70486194745346e-07,2.04416800776401e-09,5.76370463657595e-08,6.14296257232384e-07
8.60019730816982e-08,5.40268392958431e-08,3.52131524999445e-07,1.41198154734316e-06,2.92583891406151e-07,2.395740930475e-08,4.56288518008842e-07,1.03701579390958e-07,5.20397441217745e-08,1.9600997884867e-06,6.48226125617168e-08,1.96077952468139e-08,2.79508497187702e-07,4.55176546562336e-07,5.88085025732266e-09,5.55804408942206e-08,3.87019616666092e-07
9.45400943601966e-08,6.31407087883911e-08,9.57685732363981e-07,7.71897919995042e-07,1.00840158696433e-07,9.67922015447316e-09,6.73165678618341e-07,1.70867961788726e-07,9.49218730343619e-08,6.45656569571922e-07,1.47928994084197e-08,3.72782746643644e-08,2.87460609916571e-07,7.49415322361024e-07,1.76445601681571e-08,5.78552846009843e-08,2.03853674145298e-07
3.84570521771285e-08,7.79832592456674e-08,4.14876819271489e-07,2.56340187787285e-06,3.48550389104101e-07,1.69970927281284e-08,3.97624442199387e-07,1.29201410381029e-07,1.51431789101768e-07,5.9378349359921e-07,2.18464732210138e-08,3.62943602319837e-08,2.05570824472532e-07,7.70756622670634e-07,9.92159817526859e-09,5.59990857693232e-08,4.88488746582054e-07
3.14765599412378e-08,7.23906899191117e-08,1.02868872540923e-06,8.74794976092978e-07,1.28454456298163e-07,1.11301369864947e-08,3.38371520243637e-07,5.42420056026466e-08,1.20539581643946e-07,1.62480834654776e-06,6.5398586371789e-09,2.98978167024496e-08,2.66186034062269e-07,1.41870715452221e-07,7.13013465576094e-09,4.80769230779003e-09,2.63072768963876e-07
3.99274397597062e-08,2.05066494671209e-08,4.94259714241058e-07,2.982994139963e-07,9.95274925770417e-08,1.34533201500071e-08,3.59999799441646e-07,1.8062023316697e-07,3.31161195588572e-08,5.92525927391414e-07,9.70880778782932e-09,3.52411743109027e-08,2.9371882516562e-07,1.58355464634516e-06,6.69766909127563e-09,2.36915295156305e-08,1.76273768167423e-07
8.38630221873887e-08,2.96874435959301e-08,8.34519234353014e-07,1.12421831145043e-06,3.59248950176797e-08,2.1383606269349e-08,1.48460165224e-06,3.44663114333258e-07,7.00707690790794e-09,5.07722324436755e-07,3.49890746367792e-08,3.58906028191539e-08,2.93205251074986e-07,5.94460891702792e-07,1.22688349477704e-08,3.11593494715043e-08,7.14233554006337e-08
9.90921397380527e-08,1.16992701797189e-07,4.60612730045734e-07,4.47908642468671e-07,9.94907943988172e-08,1.20646168943172e-08,7.48566580511823e-07,3.38489993950728e-07,3.07439606318914e-08,1.12710652726542e-06,4.70295688695727e-08,3.37846430033153e-08,2.79989780535286e-07,7.80031814337072e-07,1.15072081508801e-08,2.86574878830013e-08,3.91190967378499e-07
1.01224636354186e-07,1.15753524083537e-07,8.68659702384041e-07,1.83417498219051e-07,4.31455706595797e-08,1.92450536552052e-08,1.24694337503191e-06,3.51349620182143e-07,2.37644464644852e-08,6.55182331757366e-07,6.75631540922749e-09,3.96885568237114e-08,2.13426991421403e-07,2.72309861802761e-07,4.49503626935704e-09,5.62027406157779e-08,2.6029587910304e-07
9.24685421477035e-08,1.36728329567219e-08,5.96994219311992e-07,2.80965172614054e-07,3.96866555710798e-08,2.14778767386777e-08,6.18344003910304e-07,3.3132800337712e-07,7.20105437069771e-08,1.25861524106061e-06,2.01653319170956e-08,3.4829253691478e-08,1.96341822242223e-07,5.49606372545768e-07,1.66373882885285e-08,1.48840212357274e-08,1.54841190386223e-07
1.19563740448961e-07,3.33061868128754e-08,2.17018749167813e-07,8.82284821792242e-07,7.33112791980888e-08,1.13467277721561e-08,8.10263918551783e-07,4.0902750591197e-07,7.35379898716778e-08,8.23862095889411e-08,2.01653319171138e-08,2.04103635626803e-08,2.02306650465245e-07,7.03443938966854e-07,6.96769262228694e-09,8.13563383687031e-08,1.8210863918374e-07
9.66633707247149e-08,2.894683288633e-08,1.39282626510861e-06,4.45507987386153e-07,1.67344078825969e-08,3.53005618652362e-09,7.26269205627385e-07,4.05828517387566e-07,9.67475959579781e-08,5.68911627800821e-07,1.63937137074659e-08,3.68437139352084e-08,1.50498788717461e-07,9.304821231288e-07,1.22373928646152e-08,4.10681668275805e-08,4.33705696413844e-08
1.27167690415993e-07,4.97020533513335e-09,4.36608995181983e-07,6.99982684384453e-07,7.10814466020355e-08,2.64468417343267e-08,2.89927391945536e-07,2.65902247823599e-07,8.77896898330681e-08,5.22508247777466e-07,2.07446545256213e-08,7.95778115247253e-08,3.38653819321189e-07,5.79882721276383e-07,2.17870128396176e-09,3.38841238635928e-08,5.40487993972837e-08
1.6944993755942e-07,9.15402941963092e-09,1.20571688601698e-06,4.83267803765436e-07,1.56218101648215e-07,1.91268947137365e-08,8.28925475638234e-07,1.3041362511139e-07,7.85587199561235e-08,7.1934556105231e-07,2.49370389760548e-08,5.42801916649125e-08,1.57777313202983e-09,5.86999004755989e-07,8.06451612910308e-09,6.85584189352384e-08,2.62953021136727e-07
7.32698077356532e-08,9.91432780110768e-08,3.30474524563785e-07,5.61011569780193e-07,2.08174003453347e-07,2.1144494267432e-08,5.68685737346251e-07,1.95912718722168e-07,9.59741075570946e-08,5.877666003739e-07,4.08058174416932e-08,5.099088444562e-08,3.47725133235247e-07,1.65005938423401e-06,7.95969376075575e-09,4.19779189584185e-08,3.5890811572545e-07
5.80704653761554e-08,1.03670221859977e-07,3.68433270720799e-07,9.38773213093309e-07,3.56036374605485e-08,3.26822767954439e-08,7.06262619623716e-07,2.75475506064987e-07,1.3535449870954e-08,3.77903585546603e-07,1.73508650284517e-08,4.15263869306869e-09,3.22626097516942e-07,1.72677335382092e-06,7.95969376079391e-09,3.88331492752408e-08,2.32009367307849e-07
6.7816781745102e-08,3.42264847247097e-08,3.7409465373632e-07,1.37734486752708e-06,1.70560316586913e-07,3.68841408338777e-08,3.68048004556615e-07,4.14367631651223e-07,6.06351361932344e-08,3.56759844522454e-07,2.68145665017112e-08,8.09352517987350e-09,2.27699365825014e-07,2.97034756914669e-07,1.18679581443437e-08,9.06700639751655e-09,2.09564171996773e-07
1.85796305365174e-07,3.65443825428373e-08,5.20142539919788e-07,1.09278344953804e-06,8.41430768158807e-09,2.33580447769914e-08,8.06635921428878e-07,4.6151518248914e-07,3.54888461310823e-08,6.78470505392274e-07,5.08145366091126e-08,3.42737050358021e-09,9.12393764949729e-08,6.19800056910673e-07,1.72866485465229e-08,6.5759610649402e-08,2.01196807824469e-07
4.18543644735387e-08,5.07691061761261e-09,6.511627336689e-07,4.93784999064645e-07,1.19509960854837e-07,5.6799642800012e-08,6.72715023761546e-07,1.74238339208399e-07,3.34822458858251e-08,4.25279830830939e-07,5.5222890059776e-08,3.06404941691287e-08,3.35784511162647e-07,7.586492462161e-07,2.35810800079297e-08,5.23327229237158e-08,1.86612784698739e-07
2.75292397514226e-08,3.75593541851148e-08,6.10007151911586e-08,1.01784871508901e-06,1.16930588156535e-07,5.90050367082549e-08,8.24707172850199e-07,2.60002406330461e-07,1.27162694458266e-08,4.34368844623879e-07,3.36368103119918e-08,2.9483934558613e-08,1.00443031933807e-07,1.29869227480943e-06,1.13112641378464e-08,7.03827204743888e-08,1.73812044570517e-07
9.74562021000722e-08,6.99448268350823e-08,1.12274292548274e-06,3.50373727888509e-08,2.1872505749656e-07,1.88471994088064e-08,8.0927754721721e-07,4.04222099026086e-07,5.99083954174065e-08,1.14246180038108e-06,2.9206018972989e-08,1.00142815501431e-08,1.55867071194823e-07,6.20327600949953e-07,2.38439640645474e-08,5.86440965719015e-08,5.72653371990768e-07
