"y 1","y 2","y 3","y 4","y 5","y 6","y 7","y 8","y 9","y 10","y 11","y 12","y 13","y 14","y 15","y 16","y 17"
6.71451923076923e-05,0.000129884453781513,4.91249999999999e-05,0.000131982954545455,4.80078124999999e-05,0.000132150537634409,7.65183823529412e-05,3.15632530120482e-05,2.50926470588235e-05,9.30951086956521e-05,7.74680656934307e-05,3.44043296089386e-05,0.000146923657718121,9.4177e-05,8.54517045454546e-05,6.02814685314685e-05,5.07748226950354e-05
6.76998106060606e-05,0.000131193584070796,4.91091772151899e-05,0.000132083912037037,4.80071202531646e-05,0.000132316384180791,7.65072463768116e-05,3.17654411764705e-05,2.50892857142857e-05,9.32237569060774e-05,7.74644160583942e-05,3.43237704918031e-05,0.000146903448275862,9.41676356589148e-05,8.55130597014925e-05,6.03403716216216e-05,5.07960069444445e-05
6.88120567375886e-05,0.00013087109375,4.91589506172839e-05,0.000132337195121951,4.7962962962963e-05,0.000132770833333334,7.65199275362319e-05,3.16593567251462e-05,2.50848214285716e-05,9.35708092485549e-05,7.75276785714286e-05,3.45852272727275e-05,0.000146913079470199,9.41944444444444e-05,8.55037593984962e-05,6.00680272108844e-05,5.08327205882353e-05
6.82866242038216e-05,0.000131177631578947,4.9139393939394e-05,0.000132217703349282,4.80537974683545e-05,0.000131584603658537,7.65165441176471e-05,3.16526162790698e-05,2.50850591715976e-05,9.40766574585636e-05,7.75070921985816e-05,3.43608757062146e-05,0.000146928691275168,9.41839430894309e-05,8.5517723880597e-05,6.02683333333333e-05,5.08225190839695e-05
6.77058823529412e-05,0.000131554347826087,4.90677419354838e-05,0.000131795454545455,4.80480182926829e-05,0.000130993343195266,7.65044642857143e-05,3.15811403508771e-05,2.50950598802395e-05,9.46839488636363e-05,7.74522569444444e-05,3.45347222222222e-05,0.0001469275,9.41875e-05,8.55142045454545e-05,6.04514802631579e-05,5.07818791946308e-05
6.72867647058823e-05,0.000131915384615385,4.91087662337662e-05,0.000132429411764706,4.80093167701863e-05,0.000129892076502732,7.65268518518518e-05,3.15232035928144e-05,2.50954142011835e-05,9.36019553072625e-05,7.75107142857143e-05,3.44640883977901e-05,0.000146896551724138,9.4191e-05,8.54952290076336e-05,6.028125e-05,5.08111313868613e-05
6.74549632352941e-05,0.000131475,4.91734848484849e-05,0.000131952830188679,4.80474683544304e-05,0.000130069134078212,7.65082116788321e-05,3.17073529411765e-05,2.50900297619048e-05,9.35761173184358e-05,7.74937050359712e-05,3.45789835164836e-05,0.000146928921568628,9.41844758064517e-05,8.5550572519084e-05,6.01132550335571e-05,5.08547794117648e-05
6.66647727272728e-05,0.000130804347826087,4.91155821917808e-05,0.000132918585526316,4.79745222929936e-05,0.000130076589595376,7.65135869565217e-05,3.1853550295858e-05,2.50979532163741e-05,9.44712643678161e-05,7.74663120567376e-05,3.4511938202247e-05,0.000146922889610389,9.41925403225807e-05,8.55368217054264e-05,6.04646551724138e-05,5.07637931034483e-05
6.6169708029197e-05,0.00013136875,4.91072580645161e-05,0.000133075980392157,4.80158227848101e-05,0.000129439944134078,7.65242537313433e-05,3.17772058823529e-05,2.50823529411765e-05,9.45713276836158e-05,7.75240740740741e-05,3.45670903954802e-05,0.000146908496732026,9.4191e-05,8.5517723880597e-05,6.05896551724138e-05,5.08277972027972e-05
6.55881147540984e-05,0.000130757225433526,4.91327160493827e-05,0.000133176100628931,4.80776397515528e-05,0.000129470833333333,7.65307835820896e-05,3.17035928143713e-05,2.50855263157895e-05,9.46994382022472e-05,7.74972426470588e-05,3.44131944444446e-05,0.000146921666666667,9.41925403225807e-05,8.55253759398496e-05,6.02982142857143e-05,5.08173076923076e-05
6.52345132743363e-05,0.000130145833333333,4.91322580645162e-05,0.000133184210526316,4.80283018867925e-05,0.000129723756906077,7.65220588235294e-05,3.171449704142e-05,2.50826023391813e-05,9.44627071823205e-05,7.74541366906475e-05,3.46370738636362e-05,0.000146906462585034,9.41875e-05,8.55242537313433e-05,6.04892384105961e-05,5.0799295774648e-05
6.45363247863248e-05,0.000130202205882353,4.91897058823529e-05,0.00013316875,4.807265625e-05,0.00012953125,7.65242537313433e-05,3.18345588235293e-05,2.50879360465116e-05,9.41888440860215e-05,7.74735401459854e-05,3.4311111111111e-05,0.000146946180555556,9.4191e-05,8.55028625954199e-05,6.07525684931507e-05,5.09013671874999e-05
6.36176470588236e-05,0.000129484056122449,4.91322580645161e-05,0.000133473602484472,4.79961656441718e-05,0.000130480421686747,7.65868794326241e-05,3.16495535714287e-05,2.50879360465117e-05,9.39951923076923e-05,7.74910071942446e-05,3.44616477272729e-05,0.000146953767123288,9.41808943089431e-05,8.55238095238095e-05,6.06276041666667e-05,5.07925531914893e-05
6.32557692307693e-05,0.000129573356807512,4.91265923566878e-05,0.000133670608108108,4.79555214723926e-05,0.000130225155279503,7.65691489361702e-05,3.14540662650601e-05,2.50869883040935e-05,9.35656424581005e-05,7.75301094890511e-05,3.46560734463276e-05,0.000146957482993197,9.4195e-05,8.5505859375e-05,6.04666095890411e-05,5.0838503649635e-05
6.3263e-05,0.000129484100877193,4.91187106918239e-05,0.000132849832214765,4.80495283018868e-05,0.000129799382716049,7.65e-05,3.15847953216374e-05,2.50885714285714e-05,9.38541666666666e-05,7.75815602836879e-05,3.45103021978022e-05,0.000146956335616438,9.41875e-05,8.55240384615385e-05,6.03680555555555e-05,5.08125e-05
6.2390503875969e-05,0.000129150568181818,4.9109477124183e-05,0.000132792159763314,4.80679012345679e-05,0.000130207078313253,7.65398550724638e-05,3.18474702380952e-05,2.50826023391813e-05,9.40184210526315e-05,7.75248161764706e-05,3.43128453038674e-05,0.000146952054794521,9.4191e-05,8.55261194029851e-05,6.03414429530201e-05,5.08068965517241e-05
6.24519230769231e-05,0.000128608944954128,4.91988636363636e-05,0.000132422651933702,4.80659937888199e-05,0.000130450457317073,7.65194444444444e-05,3.13415178571428e-05,2.50879360465115e-05,9.37601063829787e-05,7.74835766423358e-05,3.43609550561797e-05,0.000146953231292517,9.41875e-05,8.55227272727273e-05,6.04583333333333e-05,5.08315217391304e-05
6.28575367647059e-05,0.000129103977272727,4.91460937499999e-05,0.000131328804347826,4.79898437499999e-05,0.000130127232142857,7.65476618705036e-05,3.15913173652693e-05,2.50879360465116e-05,9.39400684931507e-05,7.74765625e-05,3.44483240223463e-05,0.000146943412162162,9.41911157024794e-05,8.55145348837209e-05,6.04862068965517e-05,5.08410714285714e-05
6.20778846153846e-05,0.00012906334841629,4.91257911392405e-05,0.000131406779661017,4.80356012658228e-05,0.000129925847457627,7.65274822695035e-05,3.14607988165681e-05,2.50835755813954e-05,9.32624345549738e-05,7.751875e-05,3.44608938547486e-05,0.000146955479452055,9.41844758064516e-05,8.55158582089552e-05,6.06328671328671e-05,5.08333333333333e-05
6.16447368421053e-05,0.000128749439461883,4.9061320754717e-05,0.000131347361809045,4.79878048780488e-05,0.000129144736842105,7.65186567164179e-05,3.1683383233533e-05,2.50874277456647e-05,9.36611675126904e-05,7.75108695652174e-05,3.45826149425288e-05,0.000146955172413793,9.41839430894309e-05,8.55119485294118e-05,6.06371527777779e-05,5.08005319148937e-05
6.12109375e-05,0.000128424418604651,4.91950636942676e-05,0.000130310945273632,4.80395569620254e-05,0.000129374285714286,7.65801056338028e-05,3.18580882352939e-05,2.50872781065088e-05,9.3186835106383e-05,7.74973591549296e-05,3.45967514124293e-05,0.000146955172413793,9.41708984375e-05,8.55208333333333e-05,6.05852649006623e-05,5.08631386861314e-05
6.03151260504202e-05,0.000127778245192308,4.91842105263158e-05,0.000130263440860215,4.79849683544304e-05,0.00012948019125683,7.65833333333333e-05,3.16905120481926e-05,2.50818713450292e-05,9.29954896907217e-05,7.75872302158273e-05,3.43832872928176e-05,0.000146946308724832,9.41875e-05,8.55057251908397e-05,6.02386363636364e-05,5.08342592592593e-05
6.01981981981982e-05,0.000125808457711443,4.919296875e-05,0.00012931554054054,4.80751582278481e-05,0.000129516081871345,7.65242537313433e-05,3.16131656804733e-05,2.50900297619048e-05,9.31585820895523e-05,7.75e-05,3.45372191011235e-05,0.000146939189189189,9.41839430894309e-05,8.55216535433071e-05,6.0361301369863e-05,5.09353146853147e-05
5.95448717948718e-05,0.00012562806372549,4.93639705882353e-05,0.000129551675977654,4.80234848484848e-05,0.000129017857142857,7.656875e-05,3.19479166666668e-05,2.50879360465117e-05,9.31116504854368e-05,7.75195035460993e-05,3.44854166666667e-05,0.000146946428571429,9.41874999999999e-05,8.55227272727273e-05,6.02659574468085e-05,5.09342105263157e-05
5.95201271186441e-05,0.000126704710144928,4.91560559006212e-05,0.000129202941176471,4.8061320754717e-05,0.000127848270440252,7.65413602941176e-05,3.14901515151516e-05,2.50981104651163e-05,9.28638743455498e-05,7.75191605839416e-05,3.43038793103449e-05,0.000146959201388889,9.41839430894309e-05,8.55175925925926e-05,6.03733108108108e-05,5.08833333333334e-05
5.93788461538461e-05,0.000127125570776256,4.92738853503185e-05,0.000129050595238095,4.79976415094339e-05,0.000127218558282209,7.65121268656716e-05,3.16211890243904e-05,2.51028106508876e-05,9.26075129533678e-05,7.75089928057554e-05,3.45785714285715e-05,0.000146959760273973,9.41748046875e-05,8.55242537313433e-05,6.04163793103448e-05,5.09659926470588e-05
5.95788043478261e-05,0.000125734449760766,4.9211038961039e-05,0.00012823417721519,4.80466772151899e-05,0.000126664556962025,7.65950704225352e-05,3.17390350877192e-05,2.50933823529412e-05,9.30964467005076e-05,7.7512037037037e-05,3.44433701657458e-05,0.000146948784722222,9.41582661290322e-05,8.54675196850394e-05,6.04353448275862e-05,5.089375e-05
5.99748263888889e-05,0.000125278985507246,4.93375e-05,0.000128477564102564,4.80856918238993e-05,0.000126892857142857,7.65969202898551e-05,3.15857558139535e-05,2.5109738372093e-05,9.24811557788944e-05,7.74692028985507e-05,3.45168539325842e-05,0.000146966379310345,9.41670081967213e-05,8.54794921875e-05,6.03566433566433e-05,5.09667832167832e-05
5.98180272108844e-05,0.000124518452380952,4.91746894409938e-05,0.00012847049689441,4.81288819875777e-05,0.000126614098837209,7.65946428571428e-05,3.16950301204818e-05,2.50860294117647e-05,9.28662790697675e-05,7.74937050359712e-05,3.45353107344632e-05,0.000146955172413793,9.41911157024794e-05,8.54583333333333e-05,6.04388297872341e-05,5.08794326241135e-05
5.97556451612903e-05,0.000125011363636363,4.91832298136646e-05,0.000127191901408451,4.80722049689441e-05,0.000126342620481927,7.65326492537313e-05,3.17075892857141e-05,2.50860294117647e-05,9.27441860465116e-05,7.74640287769784e-05,3.46620111731842e-05,0.000146956335616438,9.41839430894309e-05,8.54486434108527e-05,6.04044642857143e-05,5.08767730496454e-05
5.97440476190476e-05,0.000125361502347418,4.92986111111112e-05,0.000127280575539568,4.80998427672956e-05,0.000126641509433962,7.65969202898551e-05,3.16049107142858e-05,2.50997023809524e-05,9.26407185628743e-05,7.75091911764706e-05,3.47500000000001e-05,0.000146942636986301,9.41905241935484e-05,8.543359375e-05,6.03946428571429e-05,5.09784172661871e-05
5.98672752808989e-05,0.000125343601895735,4.94184451219512e-05,0.000128084437086093,4.7979967948718e-05,0.000125786624203822,7.65976277372263e-05,3.17110778443113e-05,2.50877192982456e-05,9.22940751445087e-05,7.7518115942029e-05,3.4522346368715e-05,0.000146952054794521,9.42096774193548e-05,8.5425e-05,6.03418874172185e-05,5.10861111111111e-05
5.96515804597701e-05,0.000125710253456221,4.95395962732919e-05,0.000128328547297297,4.79967948717949e-05,0.000124971428571429,7.656875e-05,3.17522189349111e-05,2.50828402366864e-05,9.19680232558139e-05,7.74807692307692e-05,3.47146892655366e-05,0.000146966379310345,9.41906249999999e-05,8.54488188976378e-05,6.0376724137931e-05,5.11798076923077e-05
5.96300578034682e-05,0.000125399082568807,4.93203124999999e-05,0.000128426936619718,4.803046875e-05,0.000125325310559006,7.65326492537313e-05,3.17529411764705e-05,2.50915697674418e-05,9.29423076923077e-05,7.75221631205674e-05,3.43629943502824e-05,0.000146948784722222,9.41839430894309e-05,8.54284351145038e-05,6.0423801369863e-05,5.09916666666666e-05
5.91954545454546e-05,0.000124920391061452,4.93415605095541e-05,0.000128197712418301,4.81123417721519e-05,0.0001252046875,7.65227272727273e-05,3.15419207317074e-05,2.50840643274854e-05,9.28588917525773e-05,7.75116071428571e-05,3.47036516853933e-05,0.000146945804195804,9.41782786885246e-05,8.54017175572519e-05,6.03767605633803e-05,5.09459219858156e-05
5.94924242424242e-05,0.000125350993377484,4.93790064102564e-05,0.000128147977941176,4.79928343949045e-05,0.000125900297619048,7.65257633587786e-05,3.16384730538923e-05,2.51031976744185e-05,9.35671542553192e-05,7.75e-05,3.45907142857142e-05,0.000146945689655172,9.41727642276423e-05,8.54545454545454e-05,6.03068965517242e-05,5.10381679389314e-05
5.84695121951219e-05,0.000125393421052632,4.92828947368421e-05,0.000127639598540146,4.80461783439491e-05,0.000125472049689441,7.6530303030303e-05,3.16482035928144e-05,2.509283625731e-05,9.36339285714286e-05,7.75588768115942e-05,3.45504143646409e-05,0.000146955729166667,9.41604330708662e-05,8.53972868217054e-05,6.02931338028169e-05,5.08562925170068e-05
5.85199652777778e-05,0.000125582983193277,4.94261363636363e-05,0.00012690731292517,4.80079617834395e-05,0.00012468152866242,7.65602517985612e-05,3.17336309523809e-05,2.50872781065089e-05,9.39104278074866e-05,7.75208333333333e-05,3.47099719101123e-05,0.000146952054794521,9.4172619047619e-05,8.54414682539682e-05,6.03392857142857e-05,5.10383211678832e-05
5.86208881578947e-05,0.000126943298969072,4.98621212121211e-05,0.000125877586206897,4.80429936305732e-05,0.000124981803797468,7.653125e-05,3.1695359281437e-05,2.50860294117648e-05,9.35232300884955e-05,7.75107913669065e-05,3.46149425287357e-05,0.000146944055944056,9.41679687499999e-05,8.53931297709923e-05,6.03749999999999e-05,5.13820564516128e-05
5.87390939597316e-05,0.000126472074468085,4.94234848484849e-05,0.000126337903225806,4.8059375e-05,0.000125028225806452,7.65969202898551e-05,3.14626524390244e-05,2.50995508982036e-05,9.42367788461539e-05,7.75496323529412e-05,3.46165730337079e-05,0.000146957758620689,9.41663461538462e-05,8.54240384615385e-05,6.03595890410959e-05,5.11007462686567e-05
5.91089527027027e-05,0.000126584239130435,4.92689393939393e-05,0.000125886443661972,4.80794753086419e-05,0.000124648343373494,7.65219465648855e-05,3.17934131736527e-05,2.50899122807019e-05,9.48475467289719e-05,7.75269784172662e-05,3.46256906077348e-05,0.000146960069444445,9.41521317829457e-05,8.5425e-05,6.02980769230769e-05,5.09809160305343e-05
5.99727443609022e-05,0.00012718112244898,4.93319805194805e-05,0.000126216783216783,4.8015127388535e-05,0.000124275436046512,7.64150763358779e-05,3.17102941176472e-05,2.51154970760236e-05,9.43738038277511e-05,7.75248161764706e-05,3.45597222222222e-05,0.000146946917808219,9.41807851239669e-05,8.54017175572519e-05,6.03663793103448e-05,5.09429347826087e-05
5.92073170731707e-05,0.000126799242424242,4.95551242236025e-05,0.000126100694444444,4.81029874213836e-05,0.000124570884146341,7.65219465648855e-05,3.1925e-05,2.51073529411764e-05,9.41645728643216e-05,7.75572916666667e-05,3.43405898876404e-05,0.000146977195945946,9.41834016393442e-05,8.54326923076923e-05,6.03715753424657e-05,5.11313868613138e-05
6.00465328467153e-05,0.0001279,4.94976851851852e-05,0.000125891608391609,4.80846273291926e-05,0.000123576219512195,7.65242537313433e-05,3.16204545454546e-05,2.51019345238096e-05,9.42098214285714e-05,7.75138888888889e-05,3.42062146892656e-05,0.000146973275862069,9.41844758064516e-05,8.54125e-05,6.0400974025974e-05,5.10744485294117e-05
5.97654109589041e-05,0.000127290178571429,4.93046875e-05,0.000126263245033113,4.80501592356688e-05,0.000123552272727273,7.65074074074074e-05,3.15528273809525e-05,2.51029411764708e-05,9.42748691099476e-05,7.75688405797101e-05,3.46984463276836e-05,0.000146954861111111,9.41607142857143e-05,8.54259615384615e-05,6.03125e-05,5.0956204379562e-05
5.92591059602649e-05,0.000126875,4.94827044025158e-05,0.000126853773584906,4.80581210191083e-05,0.000124178977272727,7.65076335877862e-05,3.17470059880239e-05,2.51065088757395e-05,9.33789473684211e-05,7.75373134328358e-05,3.46073446327684e-05,0.000146950680272109,9.41814516129033e-05,8.54576771653544e-05,6.0225e-05,5.09948275862069e-05
5.91461397058824e-05,0.0001253984375,4.93630239520958e-05,0.000127339820359281,4.80781249999999e-05,0.000123729519774011,7.64630281690141e-05,3.16661676646707e-05,2.51014705882354e-05,9.3274011299435e-05,7.75398550724638e-05,3.44705056179775e-05,0.000146959760273972,9.41636904761905e-05,8.54195736434109e-05,6.04224137931035e-05,5.10144230769231e-05
5.84468503937008e-05,0.000125210526315789,4.91870860927152e-05,0.000127520833333333,4.80385220125786e-05,0.000123649611398964,7.65328947368421e-05,3.17361111111112e-05,2.51040419161678e-05,9.33544034090909e-05,7.75170863309352e-05,3.46207865168539e-05,0.000146959760273973,9.41696428571429e-05,8.54389312977099e-05,6.03859060402685e-05,5.0845744680851e-05
5.83843984962406e-05,0.000124515625,4.91895424836601e-05,0.000127597138554217,4.80734375e-05,0.000123628846153846,7.64758928571429e-05,3.18333333333332e-05,2.5093195266272e-05,9.25897606382979e-05,7.75232142857143e-05,3.45821629213483e-05,0.000146960664335664,9.41728515625e-05,8.54653846153846e-05,6.03904109589041e-05,5.09033687943263e-05
5.87913669064748e-05,0.000125333333333333,4.92798387096774e-05,0.000127664772727273,4.80369496855345e-05,0.000122371173469388,7.64764492753623e-05,3.1872713414634e-05,2.51170058139533e-05,9.18340773809523e-05,7.75193014705882e-05,3.47450284090908e-05,0.000146923519736842,9.41699218749999e-05,8.54292635658915e-05,6.03485099337748e-05,5.09790145985401e-05
5.92368881118881e-05,0.000125017857142857,4.93568181818182e-05,0.000126580601092896,4.80545886075949e-05,0.000122271153846154,7.64898897058824e-05,3.17305389221556e-05,2.51383136094673e-05,9.08479166666666e-05,7.75328467153285e-05,3.41657458563535e-05,0.000146935855263158,9.41676587301587e-05,8.54501953125e-05,6.0390625e-05,5.10619918699187e-05
5.86141304347826e-05,0.0001244375,4.9336038961039e-05,0.000126074324324324,4.80628930817611e-05,0.000122029947916667,7.64681034482759e-05,3.14181547619048e-05,2.5083088235294e-05,8.97780054644809e-05,7.75514705882353e-05,3.44095303867404e-05,0.000146946917808219,9.4165e-05,8.54641472868217e-05,6.03724137931034e-05,5.0929856115108e-05
5.82027559055118e-05,0.000124443181818182,4.91966560509554e-05,0.000125724162011173,4.80387658227848e-05,0.00012240625,7.65348214285714e-05,3.17988165680474e-05,2.50977941176469e-05,8.9839480874317e-05,7.7588768115942e-05,3.42555865921787e-05,0.000146956335616438,9.41774193548387e-05,8.54005681818182e-05,6.04305555555556e-05,5.09179104477612e-05
5.74443277310924e-05,0.000125352611940298,4.89821428571428e-05,0.000125478708791209,4.80517515923566e-05,0.000122662162162162,7.64907407407407e-05,3.17537878787878e-05,2.50900297619046e-05,8.93193717277487e-05,7.7515625e-05,3.4562857142857e-05,0.000146975524475524,9.41742125984252e-05,8.54221153846154e-05,6.03362676056338e-05,5.07283950617283e-05
5.7521875e-05,0.000125694444444445,4.93585526315789e-05,0.000125460451977401,4.79568181818181e-05,0.000121617647058824,7.64492753623188e-05,3.17550872093024e-05,2.51205621301775e-05,8.90894736842105e-05,7.7515625e-05,3.43829022988507e-05,0.000146955985915493,9.41663385826771e-05,8.54484732824427e-05,6.03382867132867e-05,5.09700342465753e-05
