"dp 1","dp 2","dp 3","dp 4","dp 5","dp 6","dp 7","dp 8","dp 9","dp 10","dp 11","dp 12","dp 13","dp 14","dp 15","dp 16","dp 17"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.160457918885814,0,0,0,0,0,0,0,0,0,0,0,0.138864941009198
3.37317418670837,0.314337874016283,1.97665605611161,0.474710713479022,0.263748867248526,0.445607035599027,2.56374419860139,1.47606970180257,0.758056284459011,6.48889900644006,0.154175042031674,0.38284774872454,2.54624448531459,5.97716644359743,0.0781249999998408,0.0763358778619249,0.29010000682191
0.522985782187312,0.421847990985214,5.30862448712417,6.34834449884683,0.247875691371179,0.159746664173264,4.93632396770534,4.11949442407582,0.969002184843611,6.1363699323099,0.0340991338864157,0.138741030485096,1.32747261050442,6.81143985545931,0.0885055251468561,0.383077292230408,0.433888957826952
1.59160405635969,0.89740076144772,4.98351262455246,6.3075500773828,0.179178469411952,0.169050074457233,1.70587705780907,3.38946156350216,0.198468411515552,6.70480699034113,0.0840591077882916,0.317803379595387,1.73484242185971,9.88825361103181,0.0832671017284021,0.279959078969133,0.203730899509828
2.120072123938,0.86379124237658,1.22413207494846,13.3991292749935,0.598987165822074,0.268259938581064,4.90586989306519,2.75955517451051,0.90670599303967,4.46154557587188,0.100221982510078,0.513547486000288,2.80335414816831,2.72661554030879,0.223078111019872,0.319502700346822,0.614720636741759
1.99041471704661,0.560260326868474,2.53160010304405,9.20574505237895,0.613174333685395,0.247221312612949,9.82201003631537,2.05695336479632,0.631099915323304,5.13065814801014,0.0972364918880922,0.57338525068822,1.66002438833509,3.68914187243382,0.0687554396711077,0.285411889324939,0.526861269186625
3.40721487658163,0.480087488672233,4.82161112951919,5.09827254192464,0.186994169221789,0.511466518667561,7.93129134732977,2.08652548554151,0.404442747729466,8.89630427196722,0.0212213761410739,0.246345708607946,1.56970946360368,17.6593129811083,0.0981691815623856,0.293252914416671,0.495965157462062
2.39146616397166,0.921225957091754,6.1901653721532,9.97010316801714,0.138321812481013,0.502478120589456,6.66314465208858,0.326439348832761,0.3175680221309,6.63767615043047,0.0892857142820276,0.362098737854757,1.13317718091283,7.63463842533958,0.286551753517367,0.259105916087356,0.385610631381868
0.747675721663615,0.898386147875772,3.82104877003679,8.51908388962968,0.348694025332583,0.0441594775006832,8.06225307408925,1.00597915202436,0.57387416845145,7.7794500471203,0.116923170438846,0.503508118114287,0.216698542357915,6.63589164780311,0.332651075875684,0.115012231616717,1.50448959511503
2.08246732601907,0.0828494464467283,2.15166324966807,6.94975500512892,1.11550223202185,0.198890904126605,11.210353668854,2.4400414227823,0.800413601604476,7.39859588218828,0.0670137987860943,0.364712983607995,1.85513952930153,3.67382845204903,0.369881093555456,0.13884032736885,1.07449615033286
1.58525650146971,0.00692354252033334,3.91646822692512,3.97176029212154,0.852100990431758,0.140618232999107,5.07563447313844,3.10853229316301,0.186010014401843,9.99533088633606,0.0822254798764721,0.100679617083576,2.03444035990475,7.35917143653039,0.206246156837692,0.311120998000957,0.854354810463472
