,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
20,"(792.9111111111109, 1130.000000000001, '1.1653686879584915')","(654.3593749999998, 496.5390625000002, '8.013812663397479')","(146.30051813471596, 949.829015544042, '13.481042231148528')","(999.2797619047633, 102.52976190476284, '0.007048172348669918')","(138.3661202185798, 368.5956284153013, '3.2098801763132285')","(946.2558139534883, 802.4069767441861, '1.360338866767955')","(717.7972972972971, 148.5810810810816, '0.16699450123684814')","(580.1785714285714, 898.8357142857146, '0.40420539315879334')","(153.63768115942008, 1147.449275362319, '9.079478299548388')","(444.0274725274723, 453.07692307692366, '2.2794806481114014')","(24.695364238411003, 746.7086092715233, '0.030964994856963503')","(923.7569060773494, 1262.8895027624317, '0.9303085675060937')","(446.4999999999998, 667.6048387096776, '0.08333798391449172')","(587.4397163120567, 1119.8085106382987, '0.802547375313589')","(516.2615384615383, 376.6076923076928, '0.11716574009019583')","(815.5632911392407, 215.44303797468433, '0.350909272799664')","(806.3148148148146, 1134.1111111111115, '0.5455208120740481')"
21,"(793.4492753623188, 1129.8695652173906, '0.5537454232701989')","(658.4692307692306, 496.7076923076925, '4.113313804698428')","(148.86263736263868, 951.7307692307693, '3.190787053858664')","(999.2275449101815, 102.63473053892324, '0.11723919430233168')","(137.90686274510028, 367.28431372548937, '1.3894112575703863')","(946.9107142857143, 800.6904761904759, '1.8371904082149448')","(717.7847222222222, 147.62499999999966, '0.9561637757810975')","(580.1849315068494, 899.3767123287676, '0.5410354269202651')","(155.39534883720927, 1146.0930232558137, '2.2200935660338375')","(447.45945945945937, 454.8216216216215, '3.850000949766211')","(24.62913907284974, 746.7880794701985, '0.10344701557360231')","(924.6067415730349, 1264.0505617977535, '1.4388462229263845')","(446.4999999999999, 667.6048387096774, '1.6077746776921858e-13')","(587.804347826087, 1120.1231884057968, '0.48164119257141')","(516.1846153846153, 376.67692307692306, '0.10348941574631765')","(815.5590062111805, 215.5527950310559, '0.10984066656676694')","(806.5816993464051, 1134.7647058823534, '0.7059840495343997')"
22,"(793.8055555555561, 1129.9513888888885, '0.3655553163484834')","(660.4846153846155, 506.6230769230766, '10.1181335837656')","(146.31213872832427, 950.2601156069361, '2.944123870514511')","(999.2588235294123, 102.55882352941217, '0.08209888010139813')","(143.11904761904822, 376.02857142857096, '10.179828777445783')","(947.3625730994157, 801.3625730994152, '0.8098707566799213')","(718.4965034965036, 147.6503496503492, '0.7122325373012013')","(580.231884057971, 898.833333333333, '0.5454037722057506')","(160.6363636363642, 1158.6590909090905, '13.615222818290242')","(455.95384615384665, 456.88205128205084, '8.740707963280823')","(24.682432432433075, 746.7432432432433, '0.0696453115668892')","(923.1186440677973, 1262.4915254237308, '2.155232841393366')","(446.4720000000003, 667.5999999999999, '0.028415015595967284')","(588.0785714285714, 1120.0071428571423, '0.297766944978882')","(516.3233082706766, 376.6165413533832, '0.15126688065028837')","(815.2484472049694, 215.61490683229772, '0.31670928655847636')","(807.1045751633991, 1134.8431372549016, '0.5287254487888025')"
23,"(794.0612244897967, 1129.632653061224, '0.40860632860093576')","(662.8384615384614, 506.6230769230765, '2.3538461538458932')","(142.79569892473046, 957.1720430107522, '7.7550041475116425')","(999.2588235294118, 102.59411764705828, '0.03529411764611723')","(144.13636363636294, 376.1313131313126, '1.0224909469366212')","(947.4939759036142, 801.4819277108433, '0.17751681672557337')","(717.7482517482516, 148.53146853146802, '1.1559633045327178')","(580.2554744525547, 898.8394160583937, '0.024361983925352076')","(160.9243697478991, 1151.3949579831929, '7.269840072889657')","(455.23913043478296, 458.8532608695647, '2.0967798637394464')","(24.610738255032857, 746.8724832214766, '0.1477938667429424')","(924.7653631284911, 1263.7877094972062, '2.095656655366917')","(446.5839999999999, 667.5600000000001, '0.11892854997809116')","(587.8529411764705, 1119.9558823529405, '0.23137988234534815')","(516.3863636363635, 376.90909090909054, '0.2992678093054345')","(815.9375000000005, 215.3312499999995, '0.7451543147896517')","(807.2697368421059, 1134.3289473684206, '0.5400644586275372')"
24,"(793.207407407407, 1128.9777777777765, '1.0760414708786747')","(658.4015151515151, 499.50757575757507, '8.385514300082473')","(141.46892655367316, 961.6214689265527, '4.643028742620264')","(999.2857142857142, 102.58333333333212, '0.02897264566902388')","(143.32870370370392, 379.898148148147, '3.8524486512960485')","(945.8764705882363, 801.1529411764706, '1.6506227870335337')","(717.2770270270269, 151.1283783783773, '2.6393168606417365')","(580.2846715328467, 898.8686131386854, '0.041290906930432324')","(150.45132743362836, 1155.2920353982292, '11.174606377644459')","(454.2099447513809, 453.2541436464077, '5.692919887858308')","(24.772413793103738, 746.4689655172414, '0.43470164163686886')","(925.409836065575, 1261.7814207650258, '2.1072588458723454')","(446.6589147286819, 667.5658914728682, '0.07514603133936193')","(587.9420289855072, 1120.1594202898539, '0.22218084859390147')","(515.8955223880598, 376.7089552238802, '0.5300749225637286')","(815.9430379746832, 215.65189873417626, '0.32069655422648874')","(806.7425149700598, 1133.263473053891, '1.18878022244912')"
25,"(793.9530201342282, 1129.1677852349005, '0.7694421174853924')","(649.5035460992908, 499.2411347517726, '8.901957316450952')","(137.8333333333312, 955.4722222222229, '7.143582651198723')","(999.3214285714268, 102.61904761904918, '0.05050762722840294')","(141.30243902438838, 376.0000000000009, '4.3933253391408025')","(946.7251461988301, 800.0, '1.431615747474873')","(719.4557823129252, 149.72108843537433, '2.593730822484707')","(579.7785714285715, 899.3428571428567, '0.6935738540629971')","(153.03125, 1158.7812499999995, '4.339426112480852')","(451.43352601156073, 458.5664739884395, '5.994109999132137')","(24.695364238408388, 746.7086092715233, '0.25172557050305605')","(923.3181818181802, 1262.4943181818198, '2.2098054705145964')","(446.44444444444446, 667.6031746031747, '0.21768678100965017')","(587.8405797101449, 1120.1014492753634, '0.11684431519164723')","(515.9699248120301, 376.1954887218046, '0.5188290368188467')","(816.2962962962961, 215.58641975308768, '0.35927557494651624')","(807.2818791946308, 1133.7583892617454, '0.7320217343386293')"
26,"(793.5454545454539, 1128.4469696969707, '0.8280608364570792')","(653.7070063694268, 491.1273885350313, '9.137940463381028')","(147.32317073170736, 963.3963414634142, '12.363198598915936')","(999.3195266272191, 102.50295857988283, '0.11610461836781752')","(142.2583732057426, 372.0717703349294, '4.04287007713941')","(946.7790697674417, 801.7732558139534, '1.7740755150137313')","(717.8533333333335, 149.8466666666667, '1.607362007877828')","(579.9432624113475, 898.9787234042548, '0.3996454671280089')","(150.5789473684211, 1162.7368421052627, '4.654083916311431')","(447.3867403314912, 456.22099447513824, '4.6773655499364')","(24.570469798658564, 746.9261744966443, '0.2508650000744955')","(925.1129943502829, 1262.4802259887024, '1.794867854550789')","(446.52845528455293, 667.5528455284554, '0.09793281890069945')","(587.8676470588235, 1120.0220588235304, '0.08387779924828972')","(515.858208955224, 376.7089552238805, '0.5254790970304475')","(815.569620253164, 215.55696202531726, '0.7272728713402725')","(806.8658536585361, 1133.3414634146347, '0.588985915512254')"
27,"(793.5586206896555, 1129.3310344827573, '0.8841628203114968')","(658.3529411764705, 492.6176470588239, '4.879096299422289')","(152.0532544378703, 964.8698224852072, '4.954274738939334')","(999.2395209580841, 102.61676646706621, '0.13911557166217906')","(145.63636363636255, 368.83957219251215, '4.675245895266411')","(947.3508771929828, 800.3040935672517, '1.5765156006324423')","(716.388157894737, 148.26973684210452, '2.1525442475034176')","(580.3819444444445, 898.8958333333336, '0.4464444982518874')","(147.5652173913046, 1168.434782608696, '6.445858698081765')","(442.52840909090946, 452.4431818181814, '6.154287197903223')","(24.57999999999879, 746.8800000000002, '0.047147734600082696')","(923.7222222222226, 1262.8222222222225, '1.4322040831987464')","(446.5000000000002, 667.6048387096774, '0.059270516385200325')","(587.9642857142857, 1120.1999999999987, '0.20248973310377708')","(515.8863636363636, 376.8257575757572, '0.12014772354902942')","(815.6158536585369, 216.09756097560904, '0.542572348013567')","(807.2830188679247, 1132.7610062893082, '0.7148127630831903')"
28,"(793.3731343283583, 1129.7388059701502, '0.44797631204996224')","(661.7058823529412, 487.8382352941179, '5.838235294117795')","(160.86338797814216, 965.7322404371588, '8.852243654648891')","(999.2366863905322, 102.55029585798673, '0.06653102016807075')","(140.56470588235203, 369.85294117647146, '5.171907682032397')","(947.8143712574852, 800.6287425149699, '0.5658831037267609')","(717.7500000000001, 149.78472222222285, '2.037104469986697')","(579.9142857142857, 898.9285714285716, '0.46880323246912514')","(144.67692307692312, 1175.0000000000005, '7.1724698285580315')","(451.18435754189954, 453.77094972067107, '8.75719196940888')","(24.827586206895262, 746.813793103448, '0.25628554972229384')","(924.2872928176796, 1262.696132596685, '0.5789675047170673')","(446.4720000000001, 667.6, '0.028415015596508057')","(587.7851851851852, 1119.874074074075, '0.3718934104192526')","(516.0381679389313, 376.4427480916038, '0.41199613011477226')","(815.9254658385094, 215.43478260869603, '0.731529128357278')","(806.9872611464968, 1133.9235668789815, '1.1995914948206015')"
29,"(793.5862068965512, 1129.262068965518, '0.5221858777313066')","(660.3602941176471, 490.4117647058819, '2.904076674637989')","(159.44692737430108, 964.2793296089383, '2.0291156982770278')","(999.2797619047612, 102.52976190476318, '0.047719421214871396')","(144.37735849056543, 367.89308176100667, '4.286883347993321')","(946.3411764705877, 799.4705882352943, '1.873932820480182')","(719.0939597315434, 149.98657718120876, '1.3590339158670655')","(580.0503597122303, 898.5827338129494, '0.3716447084189733')","(148.19999999999948, 1183.1999999999996, '8.924800894468124')","(451.39106145251344, 458.13407821229055, '4.368022062792807')","(24.568627450979648, 746.8562091503269, '0.2624095240234135')","(923.3681318681313, 1263.8351648351659, '1.4636431571504778')","(446.52419354838673, 667.6290322580644, '0.05972468921229362')","(587.9343065693431, 1119.9343065693436, '0.16082643035097002')","(515.5954198473282, 376.8320610687023, '0.5895680340346467')","(815.6202531645564, 215.6772151898744, '0.3897798516577288')","(806.9935897435894, 1133.7756410256407, '0.14806116718367193')"
30,"(793.0930232558137, 1129.806201550388, '0.734377541465217')","(666.681818181818, 490.3484848484852, '6.321840778938084')","(159.38728323699445, 969.4393063583818, '5.1603214510254265')","(999.2163742690075, 102.57309941520282, '0.07678627597141761')","(136.6513157894754, 363.2368421052636, '9.020659817928008')","(945.1715976331359, 800.5147928994081, '1.567889676467152')","(716.2827586206895, 150.10344827586255, '2.8136294245034366')","(580.2695035460993, 898.9361702127662, '0.41586212695829144')","(153.56521739130545, 1187.775362318841, '7.0512054291905')","(444.22988505747105, 458.22413793103493, '7.1617426729709175')","(24.616883116885106, 746.551948051948, '0.3080639954274354')","(923.9044943820239, 1264.1966292134812, '0.6467930450307137')","(446.45967741935465, 667.491935483871, '0.15151850183897456')","(587.8913043478261, 1119.8188405797107, '0.12321357805572071')","(515.705426356589, 376.91472868217085, '0.1376058370721469')","(816.2038216560512, 215.6433121019101, '0.5845524815096157')","(806.4074074074072, 1134.1358024691363, '0.687986916033203')"
31,"(793.1798561151081, 1129.6402877697833, '0.18726272466195928')","(670.6423357664236, 493.8613138686137, '5.2939273949145464')","(164.48044692737443, 974.2011173184362, '6.972457242342841')","(999.3411764705884, 102.54705882352812, '0.1274900071935423')","(135.3921568627452, 358.25490196078357, '5.138599887707335')","(945.7823529411767, 801.1764705882354, '0.9004662182401654')","(715.2827586206898, 150.04137931034472, '1.0019244265311484')","(579.8074074074074, 898.8074074074079, '0.47970063731216')","(149.05000000000018, 1181.242857142856, '7.941083802921013')","(443.42937853107367, 460.4858757062144, '2.3992224704013267')","(24.732026143791018, 746.6601307189542, '0.15799179119697251')","(923.4632768361585, 1262.2655367231623, '1.980856160589518')","(446.4720000000002, 667.5519999999999, '0.06131551265029972')","(587.8059701492538, 1119.858208955223, '0.09397762731878699')","(515.858208955224, 376.70895522388105, '0.2562913158540535')","(815.8734177215192, 215.57594936708762, '0.3372009756762166')","(806.9685534591197, 1133.2452830188677, '1.0525729346032053')"
32,"(792.7559055118114, 1128.7559055118109, '0.9807477210027474')","(675.295081967213, 491.9098360655736, '5.045424939954919')","(164.23333333333272, 976.2166666666665, '2.030641352753263')","(999.3157894736839, 102.40350877192975, '0.1457776283444078')","(134.59119496855283, 363.51572327044005, '5.321445368326535')","(946.3712574850296, 801.7844311377244, '0.8464186857020334')","(717.6142857142856, 148.21428571428555, '2.962142737433792')","(580.0220588235294, 898.9044117647056, '0.2355527027608228')","(153.94219653179118, 1178.9884393063583, '5.386648929268321')","(442.4044943820227, 458.7921348314605, '1.9796832246064453')","(24.626666666666893, 746.6266666666666, '0.1105461994614834')","(924.6944444444435, 1261.7222222222222, '1.3457207461513945')","(446.45967741935465, 667.4919354838709, '0.06131551265041109')","(587.7537313432836, 1119.8582089552237, '0.05223880597020525')","(515.7969924812029, 376.5789473684209, '0.14369933602112916')","(815.3788819875779, 215.59627329192534, '0.4949531837110626')","(806.230337078652, 1133.6067415730336, '0.8219584604895991')"
33,"(793.7152777777771, 1130.0069444444437, '1.5765448156228388')","(678.1238938053094, 494.37168141592895, '3.750047858950677')","(162.209944751381, 973.2596685082872, '3.5830070418897004')","(999.3391812865494, 102.49707602339095, '0.09644691521835726')","(134.5263157894749, 361.40350877192895, '2.1132106841482456')","(946.2840236686399, 799.4733727810653, '2.3127041459307884')","(716.0860927152314, 147.5231788079468, '1.6772008223070556')","(580.3669064748201, 898.8201438848919, '0.3549943354041321')","(158.83333333333337, 1177.919354838709, '5.006611709566571')","(444.2983425414359, 452.0386740331484, '7.013978443454941')","(24.7482993197292, 746.5646258503402, '0.13654144126019443')","(922.90340909091, 1263.4829545454559, '2.511570415434705')","(446.4999999999996, 667.6048387096776, '0.11988765118820727')","(587.8235294117648, 1119.779411764705, '0.10526522501453597')","(515.8059701492538, 376.5970149253729, '0.020175111842170673')","(815.7735849056598, 215.56603773584834, '0.39585929620726623')","(807.0130718954246, 1134.372549019607, '1.0950501534702943')"
34,"(793.3453237410076, 1129.7194244604316, '0.4685442674159663')","(683.7094017094018, 492.58119658119654, '5.865469673443525')","(163.7500000000004, 969.0777777777778, '4.456453775225385')","(999.2965116279074, 102.47674418604652, '0.047266091211630314')","(134.6500000000001, 355.9, '5.50489841746716')","(945.3235294117653, 800.1058823529412, '1.1500511188653988')","(713.9794520547947, 145.60273972602806, '2.8506176768493745')","(580.2116788321168, 898.8394160583941, '0.15641942887862162')","(158.38235294117692, 1171.6323529411766, '6.303156048654256')","(446.4892473118283, 450.9569892473118, '2.443379972259467')","(24.430555555554974, 746.9513888888889, '0.5005464490524453')","(925.5111111111116, 1263.7666666666692, '2.6230902374655067')","(446.4720000000002, 667.6, '0.028415015595799245')","(587.8059701492537, 1119.8582089552237, '0.08072995066014575')","(515.9770992366412, 376.9083969465649, '0.35530821503541987')","(815.4187500000003, 215.72499999999997, '0.388814623823036')","(806.9433962264155, 1133.8993710691825, '0.4782803274438815')"
35,"(793.6595744680853, 1128.9361702127649, '0.843943562068474')","(691.0588235294115, 499.2352941176472, '9.914182523689606')","(156.1566265060232, 965.7108433734941, '8.306357101749525')","(999.2965116279065, 102.47674418604572, '1.2085076619694803e-12')","(132.21118012422238, 354.2670807453407, '2.9350072706426804')","(946.8035714285706, 801.642857142857, '2.1337328502757575')","(714.9791666666664, 146.57638888888812, '1.395500626129513')","(580.0719424460432, 898.8776978417268, '0.14488530818565507')","(164.12755102040768, 1170.3520408163258, '5.8861277684600655')","(448.03846153846155, 455.5879120879115, '4.883186569811832')","(24.369863013697227, 746.9452054794522, '0.061006714297828335')","(924.3068181818171, 1262.4374999999984, '1.793601262080679')","(446.55284552845495, 667.5772357723578, '0.08398934177189037')","(587.3049645390072, 1119.7943262411338, '0.5050619988258148')","(515.8095238095239, 376.984126984127, '0.18389280128026128')","(816.0306748466257, 216.03680981595045, '0.6867877250218434')","(806.9419354838711, 1133.5870967741926, '0.31227771146889394')"
36,"(792.9461538461544, 1129.6692307692294, '1.0229109263471978')","(693.9538461538459, 499.56923076923084, '2.9142185373197615')","(158.1987577639759, 964.8385093167702, '2.2206455775804734')","(999.3040935672522, 102.49707602339049, '0.021699525664289777')","(130.63513513513624, 350.0810810810797, '4.472863847337298')","(948.3674698795191, 800.5120481927712, '1.9298982476994095')","(716.2671232876711, 146.24657534246433, '1.3295146606918156')","(579.7591240875912, 898.4890510948906, '0.4989004101130549')","(163.41314553990702, 1169.7183098591538, '0.9549817362900411')","(451.4748603351958, 454.6145251396637, '3.5715989194218905')","(24.340136054422942, 746.9591836734695, '0.03284938379454659')","(922.7514124293796, 1264.6497175141221, '2.704291660400468')","(446.4399999999998, 667.6080000000001, '0.11696388756681836')","(587.4468085106383, 1119.829787234041, '0.14620941934795234')","(515.9531249999999, 376.96875000000006, '0.14442213662376668')","(816.355828220859, 215.4907975460116, '0.6354951736237449')","(806.6768292682934, 1133.4024390243885, '0.3230786128802478')"
37,"(793.8275862068967, 1129.7034482758618, '0.8820962783755206')","(693.8960000000002, 502.5359999999996, '2.9673331201857023')","(161.6049382716052, 958.1419753086416, '7.513030904540283')","(999.2914285714288, 102.34857142857095, '0.14904367414191602')","(137.20134228187948, 349.114093959731, '6.637027978455127')","(947.3216374269009, 800.3684210526314, '1.05564874571716')","(717.0555555555558, 146.93749999999943, '1.0483331166341034')","(579.3475177304964, 899.0212765957442, '0.6728177888253063')","(164.12719298245645, 1172.7763157894733, '3.140264960171448')","(449.16666666666697, 459.7447916666662, '5.625601536681946')","(24.34931506849341, 746.9315068493152, '0.029159233436031103')","(923.9175824175827, 1262.8626373626369, '2.133918440151432')","(446.5000000000002, 667.5483870967744, '0.08457953789802111')","(588.0, 1120.1223021582728, '0.625768171770061')","(515.8076923076924, 376.97692307692273, '0.14566216797162684')","(815.6037735849059, 215.68553459119443, '0.7768582188695792')","(807.3618421052635, 1134.151315789473, '1.0149182213839922')"
38,"(793.7315436241613, 1129.771812080537, '0.11788887771191826')","(700.8759689922482, 499.5116279069771, '7.6070226560591525')","(158.343373493976, 951.5542168674702, '7.350943210085049')","(999.3391812865498, 102.49707602339083, '0.15599338602659285')","(137.66272189349127, 350.36094674556085, '1.3294784750204456')","(945.2202380952383, 800.5595238095241, '2.1100709501824837')","(717.2684563758392, 146.31543624160895, '0.657487702379465')","(579.8014705882352, 898.9705882352945, '0.4567740217376003')","(166.79545454545473, 1174.4136363636353, '3.130565193563014')","(447.8526315789476, 458.02105263157813, '2.167478828695673')","(24.38356164383572, 746.9383561643835, '0.03492479118881789')","(925.4972375690609, 1263.0718232044187, '1.5934456733737365')","(446.4720000000002, 667.5520000000001, '0.028232128324301213')","(587.6811594202899, 1120.1086956521729, '0.3191307761375209')","(515.7910447761195, 376.7164179104473, '0.2610365531259006')","(815.4567901234569, 216.19753086419723, '0.5326765636934647')","(807.302013422819, 1134.0536912751668, '0.1144989826879884')"
39,"(793.1641791044776, 1129.7313432835822, '0.5688059613988473')","(700.3846153846155, 502.00769230769214, '2.543966560364093')","(156.3963414634153, 954.4207317073174, '3.4652331891365042')","(999.2965116279076, 102.47674418604618, '0.04726609121183075')","(140.61878453038747, 356.32596685083007, '6.657309604451317')","(949.2678571428578, 800.4226190476188, '4.049933686924325')","(716.3333333333334, 146.06802721088457, '0.9672984715739216')","(580.1313868613139, 899.0072992700726, '0.3319524774972906')","(171.12844036697317, 1173.0550458715595, '4.540983842146823')","(449.91914893617025, 456.4382978723411, '2.6029995419880643')","(24.374149659864656, 747.0272108843537, '0.08935181421354431')","(925.1123595505621, 1263.5056179775288, '0.5799215415046708')","(446.4999999999997, 667.6048387096774, '0.05979907390867181')","(587.8444444444445, 1120.074074074075, '0.1669151065157845')","(515.8181818181819, 376.5833333333338, '0.13582313395504855')","(815.4720496894412, 215.38509316770273, '0.8125809898338225')","(806.2341772151901, 1134.8924050632918, '1.3578346676654405')"
40,"(793.7266666666669, 1129.5733333333335, '0.5842597042371191')","(697.1397058823528, 496.2352941176467, '6.621934652525246')","(158.98214285714357, 950.7321428571423, '4.504670526624872')","(999.2965116279072, 102.47674418604811, '1.9854552643406554e-12')","(149.36956521739137, 355.65217391304446, '8.776682719288088')","(947.2694610778453, 801.5988023952092, '2.3188346426181816')","(716.1103448275865, 146.22068965517371, '0.270240070292283')","(580.1875, 899.1041666666661, '0.11194631238230263')","(167.16818181818252, 1164.1909090909098, '9.70858221571698')","(448.4794520547947, 452.93150684931544, '3.790819224048501')","(24.45270270270248, 747.0472972972973, '0.0810804817697838')","(924.4134078212296, 1263.446927374302, '0.7014115103447056')","(446.4710743801651, 667.4462809917355, '0.16117456809857492')","(587.6187050359713, 1120.1366906474827, '0.23426292024812287')","(515.8837209302325, 377.02325581395365, '0.4447776569962613')","(816.0812500000005, 215.5687500000007, '0.6362820525799285')","(807.2800000000003, 1133.306666666667, '1.8995556216541978')"
41,"(793.3475177304964, 1129.4042553191491, '0.415140085609378')","(703.376923076923, 494.53076923076907, '6.465932525338299')","(160.59322033898297, 945.5762711864409, '5.401720405318276')","(999.3313953488372, 102.24418604651214, '0.2351598653051846')","(148.74576271186515, 357.6327683615826, '2.076507629526262')","(948.3136094674555, 800.4319526627216, '1.5658174088098007')","(714.9370629370628, 145.53146853146927, '1.36074103046507')","(579.8499999999999, 899.1785714285716, '0.3456042803471555')","(167.49321266968315, 1163.0588235294122, '1.1778211973719515')","(453.9005235602093, 454.7958115183251, '5.732682458126325')","(24.356164383562827, 746.9246575342466, '0.1560774120218152')","(924.3128491620112, 1261.2346368715089, '2.2145747475966244')","(446.524193548387, 667.6290322580646, '0.19031466411571496')","(587.7801418439716, 1120.219858156029, '0.18160032338934742')","(515.8731343283581, 376.7910447761199, '0.23245223645098992')","(815.7151898734177, 215.48734177215238, '0.3750030877676327')","(806.9810126582278, 1133.2341772151904, '0.3076493964167771')"
42,"(793.4964028776974, 1128.841726618705, '0.581898037357385')","(706.8421052631577, 494.8496240601504, '3.479821257768522')","(166.84210526315724, 942.2105263157895, '7.097661680433104')","(999.3005780346822, 102.35260115606661, '0.11270999437244261')","(149.22110552763883, 352.77386934673314, '4.882094881197263')","(946.5329341317358, 800.3173652694611, '1.7843584062443103')","(714.9027777777771, 145.87499999999864, '0.3452380946784189')","(579.9130434782609, 899.1521739130435, '0.06834697489497994')","(170.00448430493202, 1158.8295964125557, '4.918622493336889')","(450.7106598984768, 456.0, '3.4095894298052873')","(24.35862068965548, 746.951724137931, '0.02717783057250577')","(923.3390804597694, 1263.4540229885056, '2.4236130511662206')","(446.5284552845525, 667.5528455284552, '0.07630583309104387')","(587.8507462686567, 1119.9925373134329, '0.23803308648950686')","(515.9044117647059, 376.3014705882353, '0.49057228159300514')","(816.0975609756092, 216.04268292682923, '0.6742488100612374')","(807.4223602484467, 1131.3602484472049, '1.925200437065104')"
43,"(793.0948905109485, 1129.6131386861316, '0.8696486407875514')","(710.3124999999998, 502.39285714285734, '8.303252674075718')","(165.00571428571476, 939.1428571428573, '3.575321800424447')","(999.3017751479299, 102.57396449704027, '0.22136657789094008')","(157.51243781094558, 353.78606965174083, '8.35288815258905')","(945.1352941176484, 799.9529411764707, '1.4443692493715437')","(715.3178807947016, 145.6688741721847, '0.4634634522287531')","(580.0211267605633, 899.1760563380284, '0.11069040670461029')","(172.60465116279164, 1164.4232558139527, '6.168459547370656')","(454.5053191489359, 450.14893617021295, '6.97383587183817')","(24.35862068965571, 746.993103448276, '0.04137931034495068')","(923.2259887005653, 1264.2994350282488, '0.8529427078899795')","(446.63281249999966, 667.5078125000001, '0.11365914863190345')","(587.3591549295775, 1119.7816901408453, '0.5349005279918178')","(515.8333333333331, 376.7424242424244, '0.4466455737485143')","(815.6835443037971, 215.70253164556976, '0.5358289826808609')","(806.4394904458595, 1134.063694267516, '2.876569545864553')"
44,"(793.6099290780139, 1129.8085106382978, '0.5508492763524373')","(717.4789915966386, 508.0336134453781, '9.120127930523909')","(164.15846994535616, 933.9726775956287, '5.239139196743164')","(999.3450292397666, 102.38011695906516, '0.1986146632039766')","(157.89247311828012, 358.4623655913995, '4.69171296544117')","(946.4759036144592, 800.3373493975903, '1.3946338241285845')","(718.090909090909, 146.97202797202897, '3.0639673231963998')","(579.3021582733812, 898.956834532374, '0.7516474477009033')","(177.77403846153885, 1169.3990384615386, '7.175024599293438')","(456.03608247422653, 450.04639175257813, '1.5341941583916137')","(24.429530201342573, 747.0671140939596, '0.10249748544320107')","(924.9337016574591, 1263.8011049723764, '1.7789368700796786')","(446.49999999999983, 667.6048387096773, '0.16447870841093898')","(587.3333333333333, 1119.85815602837, '0.08070803421938501')","(515.9541984732825, 376.9923664122146, '0.2776318971127276')","(816.1202531645566, 215.5379746835451, '0.46668364318523825')","(806.7945205479448, 1134.2123287671245, '0.38488776008149883')"
45,"(792.4184397163119, 1129.0638297872345, '1.4050610196676248')","(718.4144144144144, 508.4504504504505, '1.024094203095293')","(163.87134502924084, 928.6432748538016, '5.337131654929359')","(999.2797619047619, 102.5654761904766, '0.19651429894044853')","(165.47567567567677, 351.56216216216256, '10.252695664622053')","(947.0946745562139, 801.2781065088759, '1.1260112880404536')","(717.1095890410959, 146.9452054794525, '0.9816865519468219')","(580.0, 899.0362318840583, '0.7023439434242699')","(193.5323383084588, 1166.1442786069656, '16.09091283229069')","(454.7313432835819, 451.0149253731348, '1.6249313000101357')","(24.486486486487706, 746.9054054054054, '0.17144596341545298')","(923.7022471910118, 1263.5112359550567, '1.2651103312102443')","(446.52845528455305, 667.5528455284552, '0.059270516385445934')","(587.8059701492538, 1119.8582089552242, '0.47263681888393905')","(515.8267716535432, 377.0000000000004, '0.1276552625290279')","(815.3987341772151, 215.73417721519024, '0.7477199225099245')","(806.3703703703702, 1131.33950617284, '2.903965053400002')"
46,"(792.7517730496459, 1129.631205673759, '0.6580474965540684')","(723.641025641026, 516.5726495726495, '9.658549761470045')","(167.8571428571418, 934.6335403726705, '7.195127887080943')","(999.2965116279067, 102.47674418604663, '0.09029906885227727')","(163.58659217876976, 349.53072625698417, '2.7740526842751883')","(944.4166666666657, 801.1964285714288, '2.6792531686923664')","(717.872340425532, 146.85815602836885, '0.7677025995743245')","(579.8439716312057, 899.2553191489358, '0.2689685511357824')","(194.9754901960775, 1163.504901960784, '3.008154991210686')","(455.1067961165055, 454.7864077669909, '3.790124572743873')","(24.42857142857008, 746.9319727891157, '0.06371797086230292')","(924.1166666666663, 1263.0333333333333, '0.6325617895920299')","(446.50000000000045, 667.6048387096774, '0.05927051638524547')","(587.45, 1119.7714285714292, '0.36639539048864894')","(515.8181818181818, 376.6590909090911, '0.34101729213653886')","(815.8121212121217, 216.13939393939415, '0.5788690993682422')","(805.5123456790127, 1135.4259259259268, '4.175527843207058')"
47,"(792.9779411764703, 1129.919117647058, '0.3661220096637442')","(723.8389830508476, 517.4999999999998, '0.9482436138513837')","(177.2138364779866, 932.1257861635215, '9.686926586274')","(999.2151162790692, 102.52325581395291, '0.09374718311968695')","(166.37647058823484, 347.9117647058817, '3.2255942155744735')","(948.0787878787871, 800.5090909090907, '3.7260655971598204')","(717.0135135135137, 146.51351351351286, '0.9253983617087436')","(579.8467153284671, 898.408759124087, '0.8465644709923259')","(186.36231884057906, 1159.6714975845405, '9.42770968533621')","(457.0890052356019, 452.1989528795805, '3.259459431594933')","(24.326388888889255, 746.9444444444446, '0.10294082573141987')","(925.5689655172405, 1263.3678160919533, '1.4903189816925198')","(446.52845528455305, 667.5528455284554, '0.059270516385145744')","(587.6691176470589, 1119.7867647058818, '0.2196536825836415')","(515.8592592592593, 376.52592592592543, '0.13935662491244966')","(815.5094339622642, 215.86792452830127, '0.4065897347270585')","(806.7999999999995, 1132.5249999999994, '3.1738659199899324')"
